thermal_efficiency_percent,net_specific_power_kw_per_kg
31.2385309361784,24946.12671398081
31.24028614145044,24944.236994716943
31.242785323406707,24938.221477064
31.24511910139425,24935.92555236814
31.247010090077197,24932.732735896672
31.25072237647752,24925.090866796727
31.252523038866297,24920.975522233566
31.255958335702154,24916.63074774889
31.25780216503774,24913.49783860397
31.25854697359528,24909.89331774251
31.26061648169816,24908.959067648157
31.26291953196496,24903.790975867363
31.262980163757426,24903.304162089273
31.265627505029343,24897.382891922698
31.269695473078656,24891.398350525655
31.270737736492855,24881.17578962178
31.275196617448124,24879.54899950629
31.279834927007105,24875.184706346477
31.280157336602453,24874.02518841084
31.28361074731024,24869.067275421992
31.28638676264717,24863.11499553996
31.28854816234216,24860.47678844839
31.289102570710835,24857.67738718189
31.292910865670265,24852.631556891523
31.29682512252807,24845.4803603698
31.297458554485395,24844.90448677541
31.2979157105101,24840.073484774217
31.302192075327383,24836.64078925655
31.30498411880484,24831.211150517807
31.30726825636045,24824.771862341684
31.308967022536443,24820.825447885985
31.31389560945071,24815.93734198851
31.31505052952251,24813.678672036844
31.317169791687625,24801.85822376118
31.32289406879736,24791.975110079944
31.32825375180743,24790.898277208584
31.332378497607,24782.705062978977
31.33490912361917,24778.213183266074
31.336063321389297,24776.62192189781
31.33745096823709,24774.3581209106
31.338979353616985,24765.328257216464
31.34065139630814,24761.228030999333
31.346378463328893,24759.395164567497
31.352890366673215,24747.784879244682
31.353137023211282,24747.398253310184
31.359107990079956,24733.906735466393
31.366908001076833,24721.103380472225
31.36702712061501,24717.562870223093
31.36844651576653,24714.440042477494
31.371958563649798,24710.871951287165
31.374412114838446,24708.844021271692
31.375167008713007,24705.360089613183
31.3797171940637,24698.62457244627
31.38383416287943,24692.72758811298
31.386087430019337,24689.6763902909
31.3944334244033,24674.72948330939
31.402863599436508,24660.2247622538
31.404530157742705,24656.884718679492
31.405978790718507,24653.218855055307
31.40816356629092,24648.61515539548
31.410464572911046,24643.350033887644
31.41345879384556,24641.269158263596
31.4216169307314,24627.173027597866
31.425419336887906,24620.19787045031
31.430321182774,24611.18343820042
31.435405686309558,24596.74679018224
31.440956261793936,24592.172630288205
31.442930079905096,24589.559495352576
31.447784862342733,24580.52242050088
31.45036951491433,24575.32066117885
31.453698627445505,24570.39159323714
31.460016195917877,24558.011681161897
31.46844956618523,24542.970881408004
31.470420886618445,24539.350158032586
31.47087962843581,24538.970736350402
31.472334287594105,24537.546210530916
31.475423209928998,24526.33346028007
31.481080356469597,24521.44370116102
31.485646380175353,24513.339253904636
31.49267496107027,24501.45302812369
31.49297941611293,24499.555806977205
31.497039911192488,24493.64924650621
31.50768032428074,24471.46965087955
31.511002787830993,24464.483692607188
31.512320363226898,24463.64513009646
31.513500896863444,24461.756783698384
31.51438955757907,24461.467470882857
31.516853803697188,24458.00575289893
31.524080788761133,24445.499537577583
31.524863234904092,24441.791034286765
31.529004120041154,24435.472439390942
31.529741038589943,24434.101029026075
31.532709819204236,24429.771044626184
31.533567381923127,24428.83006232216
31.535328287383635,24415.979111250967
31.54026190057642,24411.705702542684
31.54198324664133,24404.359231135786
31.550396903734296,24398.826112253653
31.558781123150233,24383.873840981225
31.56037098957566,24379.175390799282
31.56159399981153,24378.413524228243
31.562636835781515,24376.627555082086
31.569169496930577,24365.316931380836
31.56927075723182,24364.830546299218
31.57010332874311,24361.12684381048
31.572556729805605,24357.335547351395
31.575210972139473,24353.573170937892
31.57956540478648,24346.71314746587
31.582037979639654,24342.322175885118
31.586966453316883,24333.216422429556
31.588388719793727,24330.89190602868
31.59400606861542,24320.927174484914
31.594974233940903,24318.68473738329
31.601656162064646,24298.93860851782
31.609253104196245,24293.400900737695
31.610585539722397,24290.836212174352
31.61393585586717,24273.60233740726
31.61628548270653,24273.475897940465
31.61810397245069,24271.4412438863
31.618277758670764,24261.613974885087
31.624551645425825,24259.619870095015
31.625307546644905,24257.285806960776
31.630418324680065,24255.568407039504
31.630973809127212,24251.765445447774
31.6336970844685,24249.78779563508
31.634542573048627,24247.782576775957
31.635174177548425,24247.00377152884
31.636582969487538,24241.396342022785
31.639393761026074,24238.511743474824
31.640928339344654,24228.49990578963
31.648321547905866,24221.041861785438
31.64914456540582,24218.63003922381
31.64971434761111,24216.739826543217
31.65907753115309,24200.22190127609
31.660967436501185,24197.41794535129
31.664450137724597,24194.25842859482
31.668017916283063,24188.0363054719
31.6684971580204,24185.406970749467
31.681739507388393,24162.467460439886
31.682999422909,24160.516369525514
31.684646934717637,24157.533352188588
31.686172717775037,24155.179156171424
31.687034179446044,24152.739554740125
31.688601528512336,24150.90361867444
31.692347894488094,24140.25142126954
31.697099568760905,24131.963812962822
31.698976938891676,24127.439035232244
31.70441689754679,24118.713464885128
31.706064884540464,24115.774249613263
31.706977707440092,24113.189337178996
31.710302440829814,24108.1860818964
31.711604639574,24106.118820707536
31.712216504827072,24101.924102937264
31.716476813279442,24100.432627743532
31.717736919971983,24096.9509649118
31.719865503129647,24093.107871607328
31.723637650225278,24079.03648488121
31.72940991843143,24074.776467022606
