engine_speed_rpm,ignition_timing_degrees,compression_ratio,connecting_rod_to_crank_ratio,heat_addition_angle_degrees,thermal_efficiency_percent,compression_work_kj_per_kg,expansion_work_kj_per_kg,net_specific_work_kj_per_kg,net_specific_power_kw_per_kg,work_consumption_ratio,maximum_pressure_kpa,maximum_temperature_k
4800,-15,12,5,72,33.25672737,198.1718216,530.7390954,332.5672737,13302.69095,0.3733884,3026.236015,1281.300887
