crank_angle_rad,total_volume_m3,specific_volume_m3_per_kg,pressure_kpa,temperature_k,specific_internal_energy_kj_per_kg,heat_added_to_next_state_kj_per_kg,work_on_gas_to_next_state_kj_per_kg,polytropic_exponent_to_next_state
2.092067997,0.0002194471189,0.4560450479,447.7103514,1080.736214,867.6640128,0,-2.12932245,1.176758995
2.11592083,0.00022174981,0.4608303962,442.2445078,1078.743991,865.5346904,0,-2.064022053,1.176836431
2.139773663,0.0002240090702,0.4655254882,437.0001699,1076.812019,863.4706683,0,-1.999953569,1.176911873
2.163626496,0.0002262240856,0.4701286328,431.9688012,1074.939218,861.4707148,0,-1.937076596,1.176985331
2.187479329,0.0002283940771,0.4746382107,427.1423227,1073.124543,859.5336382,0,-1.875351668,1.177056816
2.211332162,0.0002305182995,0.4790526733,422.5130873,1071.366982,857.6582865,0,-1.814740213,1.177126339
2.235184995,0.0002325960406,0.4833705405,418.0738559,1069.665559,855.8435463,0,-1.755204523,1.17719391
2.259037828,0.0002346266206,0.4875903999,413.8177745,1068.019326,854.0883418,0,-1.696707712,1.177259541
2.282890662,0.0002366093915,0.4917109044,409.7383538,1066.427368,852.3916341,0,-1.639213687,1.177323242
2.306743495,0.0002385437358,0.4957307711,405.8294493,1064.888802,850.7524204,0,-1.582687114,1.177385025
2.330596328,0.0002404290661,0.499648779,402.0852432,1063.402775,849.1697333,0,-1.527093385,1.177444899
2.354449161,0.000242264824,0.5034637677,398.5002274,1061.968462,847.6426399,0,-1.472398584,1.177502876
2.378301994,0.0002440504792,0.5071746353,395.0691871,1060.585069,846.1702413,0,-1.418569464,1.177558967
2.402154827,0.000245785529,0.510780337,391.7871865,1059.25183,844.7516718,0,-1.365573412,1.177613183
2.42600766,0.0002474694969,0.5142798827,388.6495546,1057.968007,843.3860984,0,-1.313378422,1.177665533
2.449860493,0.0002491019321,0.5176723356,385.6518719,1056.732891,842.07272,0,-1.261953068,1.177716028
2.473713326,0.0002506824086,0.5209568103,382.7899589,1055.545798,840.8107669,0,-1.21126648,1.177764679
2.49756616,0.0002522105243,0.5241324708,380.059864,1054.406073,839.5995004,0,-1.161288313,1.177811495
2.521418993,0.0002536858997,0.5271985291,377.4578535,1053.313087,838.4382121,0,-1.111988729,1.177856486
2.545271826,0.0002551081779,0.5301542432,374.9804011,1052.266236,837.3262234,0,-1.063338366,1.177899663
2.569124659,0.0002564770231,0.5329989151,372.6241791,1051.264942,836.262885,0,-1.01530832,1.177941033
2.592977492,0.0002577921199,0.5357318896,370.3860496,1050.308654,835.2475767,0,-0.9678701203,1.177980607
2.616830325,0.0002590531726,0.5383525522,368.263056,1049.396843,834.2797066,0,-0.9209957069,1.178018393
2.640683158,0.0002602599045,0.5408603277,366.2524163,1048.529008,833.3587109,0,-0.8746574102,1.1780544
2.664535991,0.0002614120569,0.5432546785,364.3515153,1047.70467,832.4840535,0,-0.8288279297,1.178088636
2.688388824,0.0002625093884,0.5455351031,362.5578984,1046.923374,831.6552256,0,-0.7834803135,1.178121109
2.712241658,0.0002635516743,0.5477011344,360.8692655,1046.184691,830.8717452,0,-0.738587939,1.178151827
2.736094491,0.0002645387059,0.5497523386,359.2834654,1045.488213,830.1331573,0,-0.6941244932,1.178180796
2.759947324,0.0002654702895,0.5516883135,357.7984903,1044.833557,829.4390328,0,-0.6500639537,1.178208025
2.783800157,0.0002663462464,0.5535086873,356.4124712,1044.220362,828.7889689,0,-0.6063805706,1.178233519
2.80765299,0.0002671664115,0.5552131173,355.1236733,1043.648292,828.1825883,0,-0.5630488476,1.178257287
2.831505823,0.0002679306336,0.5568012889,353.930492,1043.117031,827.6195394,0,-0.520043525,1.178279329
2.855358656,0.0002686387739,0.558272914,352.8314489,1042.626286,827.0994959,0,-0.4773395616,1.178299655
2.879211489,0.0002692907063,0.5596277303,351.8251884,1042.175788,826.6221563,0,-0.4349121176,1.178318269
2.903064322,0.0002698863165,0.5608655003,350.9104745,1041.765289,826.1872442,0,-0.3927365376,1.178335175
2.926917156,0.0002704255015,0.5619860103,350.0861882,1041.394563,825.7945077,0,-0.3507883339,1.178350379
2.950769989,0.0002709081697,0.5629890694,349.3513242,1041.063406,825.4437194,0,-0.3090431698,1.178363883
2.974622822,0.0002713342398,0.5638745089,348.7049896,1040.771636,825.1346762,0,-0.2674768436,1.178375692
2.998475655,0.000271703641,0.5646421818,348.1464009,1040.519092,824.8671993,0,-0.2260652717,1.178385808
3.022328488,0.0002720163126,0.5652919617,347.6748829,1040.305636,824.6411341,0,-0.1847844732,1.178394234
3.046181321,0.0002722722035,0.5658237426,347.2898666,1040.13115,824.4563496,0,-0.1436105535,1.178400973
3.070034154,0.0002724712724,0.5662374386,346.9908883,1039.995537,824.312739,0,-0.1025196888,1.178406025
3.093886987,0.0002726134872,0.566532983,346.7775886,1039.898725,824.2102194,0,-0.06148810989,1.178409392
3.11773982,0.0002726988252,0.5667103285,346.6497111,1039.840659,824.1487312,0,-0.02049208685,1.178411076
3.141592654,0.0002727272727,0.5667694468,346.6071023,1039.821307,824.1282392,,,
