engine_speed_rpm,ignition_timing_degrees,compression_ratio,connecting_rod_to_crank_ratio,heat_addition_angle_degrees,thermal_efficiency_percent,net_specific_power_kw_per_kg,work_consumption_ratio,maximum_pressure_kpa,maximum_temperature_k
9000,-96,11,3.2,135,26.72906092,20046.79569,0.5617247323,5452.808925,1530.048511
9500,-96,11,3.2,142.5,27.18933344,21524.88897,0.5490303676,5262.624758,1485.998241
10000,-96,11,3.2,150,27.48586709,22904.88924,0.5383933044,5079.166245,1442.562233
500,-72,11,3.2,7.5,14.89003142,620.417976,0.7794749715,6615.471816,1805.103217
1000,-72,11,3.2,15,16.04859443,1337.38287,0.7602463553,6558.183327,1790.152723
1500,-72,11,3.2,22.5,17.2689132,2158.614151,0.739646611,6499.071205,1774.427101
2000,-72,11,3.2,30,18.5480524,3091.342067,0.7178307305,6447.056084,1758.295834
2500,-72,11,3.2,37.5,19.88073917,4141.82066,0.6942943754,6374.611471,1740.762269
3000,-72,11,3.2,45,21.25767875,5314.419689,0.6698096981,6316.298206,1723.246626
3500,-72,11,3.2,52.5,22.66332441,6610.136285,0.6441444603,6250.778558,1705.102835
4000,-72,11,3.2,60,24.0729988,8024.332933,0.6177132732,6180.618668,1686.701532
4500,-72,11,3.2,67.5,25.45031219,9543.867073,0.5914813168,6118.443478,1668.933261
5000,-72,11,3.2,75,26.74749482,11144.78951,0.5661757408,6047.141612,1650.618342
5500,-72,11,3.2,82.5,27.91172849,12792.87556,0.5428793602,5893.259405,1621.015756
6000,-72,11,3.2,90,28.89651229,14448.25614,0.5223324372,5682.331203,1581.899409
6500,-72,11,3.2,97.5,29.67152352,16072.07524,0.5048220302,5448.086051,1537.451789
7000,-72,11,3.2,105,30.2256201,17631.61173,0.4903376288,5210.239278,1490.75558
7500,-72,11,3.2,112.5,30.56377558,19102.35974,0.4786915417,4979.131586,1443.916823
8000,-72,11,3.2,120,30.70170856,20467.80571,0.4696128902,4760.854705,1398.348866
8500,-72,11,3.2,127.5,30.66092202,21718.15309,0.4628081585,4557.707196,1355.061068
9000,-72,11,3.2,135,30.46510203,22848.82652,0.4579943042,4370.637362,1314.865812
9500,-72,11,3.2,142.5,30.1378443,23859.12674,0.4549138482,4199.456996,1278.581522
10000,-72,11,3.2,150,29.7013722,24751.1435,0.4533396692,4043.200429,1247.031151
500,-48,11,3.2,7.5,23.49689729,979.037387,0.6284264833,6203.089629,1693.987874
1000,-48,11,3.2,15,24.94871816,2079.059847,0.6011650336,6143.375516,1675.495822
1500,-48,11,3.2,22.5,26.42060735,3302.575919,0.5725807279,6072.215945,1656.302126
2000,-48,11,3.2,30,27.88436693,4647.394489,0.543481434,6002.109247,1637.20067
2500,-48,11,3.2,37.5,29.29889405,6103.93626,0.5147152272,5935.345765,1618.741899
3000,-48,11,3.2,45,30.60874118,7652.185295,0.4871792531,5866.053951,1601.327084
3500,-48,11,3.2,52.5,31.74932257,9260.219084,0.4631368008,5776.587128,1582.626016
4000,-48,11,3.2,60,32.66068529,10886.8951,0.4430391512,5539.154947,1549.241949
4500,-48,11,3.2,67.5,33.30349916,12488.81218,0.4273356624,5236.796828,1506.443615
5000,-48,11,3.2,75,33.66659407,14027.74753,0.4156816688,4923.56765,1459.787947
5500,-48,11,3.2,82.5,33.76324773,15474.82188,0.40754499,4625.972966,1413.090844
6000,-48,11,3.2,90,33.62203107,16811.01553,0.402375132,4354.783026,1368.740804
6500,-48,11,3.2,97.5,33.27816348,18025.67188,0.3996755783,4112.312028,1328.204299
7000,-48,11,3.2,105,32.76766151,19114.46921,0.399026018,3898.161961,1292.293966
7500,-48,11,3.2,112.5,32.12413504,20077.5844,0.400081229,3710.004779,1261.326638
8000,-48,11,3.2,120,31.37738446,20918.25631,0.4025610871,3544.882671,1235.245076
8500,-48,11,3.2,127.5,30.55303553,21641.7335,0.406238631,3399.830903,1213.736735
9000,-48,11,3.2,135,29.67270207,22254.52655,0.4109290313,3272.694323,1196.362075
9500,-48,11,3.2,142.5,28.75437888,22763.88328,0.4164803646,3160.566578,1182.637927
10000,-48,11,3.2,150,27.81290642,23177.42202,0.4227662576,3061.414252,1172.112513
500,-24,11,3.2,7.5,33.13258182,1380.524242,0.4327786837,5744.471924,1568.13738
1000,-24,11,3.2,15,34.32526942,2860.439118,0.4063861739,5690.63008,1552.548465
1500,-24,11,3.2,22.5,35.29133128,4411.41641,0.3844816578,5644.425923,1539.79962
2000,-24,11,3.2,30,35.96089313,5993.482188,0.3690297111,5480.339417,1522.861722
2500,-24,11,3.2,37.5,36.29209167,7560.85243,0.3597390005,5073.645324,1489.587912
3000,-24,11,3.2,45,36.2832147,9070.803674,0.3551524547,4612.59804,1448.175678
3500,-24,11,3.2,52.5,35.96683262,10490.32618,0.3540308667,4185.084346,1405.10821
4000,-24,11,3.2,60,35.39389594,11797.96531,0.3555161467,3817.820725,1364.294571
4500,-24,11,3.2,67.5,34.61941612,12982.28105,0.3590062298,3513.372874,1327.604928
5000,-24,11,3.2,75,33.69415289,14039.23037,0.3640694441,3264.973734,1295.70634
5500,-24,11,3.2,82.5,32.66131432,14969.76907,0.3703902986,3063.395209,1268.579584
6000,-24,11,3.2,90,31.55609404,15778.04702,0.3777336558,2900.16629,1245.923371
6500,-24,11,3.2,97.5,30.40645181,16470.1614,0.3859204086,2767.700752,1227.314935
7000,-24,11,3.2,105,29.23427499,17053.32707,0.3948107789,2659.827471,1212.264604
7500,-24,11,3.2,112.5,28.05653215,17535.33259,0.4042927797,2571.679126,1200.355445
8000,-24,11,3.2,120,26.88627607,17924.18404,0.4142742085,2499.025774,1191.187444
8500,-24,11,3.2,127.5,25.73346562,18227.87148,0.4246770657,2438.747251,1184.403649
9000,-24,11,3.2,135,24.60562101,18454.21576,0.4354336433,2388.377692,1179.714617
9500,-24,11,3.2,142.5,23.50834024,18610.76936,0.4464837699,2345.956974,1176.847853
10000,-24,11,3.2,150,22.44570565,18704.75471,0.4577728524,2309.916769,1175.572552
500,0,11,3.2,7.5,37.23633995,1551.514164,0.3358256246,5217.469014,1500.409623
1000,0,11,3.2,15,36.69255354,3057.712795,0.3391148244,4535.060629,1471.740858
1500,0,11,3.2,22.5,35.85461577,4481.826972,0.344311327,3834.698454,1435.614733
2000,0,11,3.2,30,34.79624896,5799.374827,0.3511069336,3252.867813,1398.549493
2500,0,11,3.2,37.5,33.58642314,6997.171487,0.3592111945,2800.795326,1363.97525
3000,0,11,3.2,45,32.28157823,8070.394558,0.3683820211,2459.752311,1333.483493
3500,0,11,3.2,52.5,30.92478438,9019.728778,0.3784281091,2211.59755,1307.308566
4000,0,11,3.2,60,29.54774302,9849.247672,0.3892003204,2050.865194,1285.185489
4500,0,11,3.2,67.5,28.17335212,10565.00705,0.4005811863,2001.214791,1266.7587
5000,0,11,3.2,75,26.8179675,11174.15313,0.4124758713,2001.214791,1251.606404
5500,0,11,3.2,82.5,25.49316028,11684.36513,0.4248052856,2001.214791,1239.319352
6000,0,11,3.2,90,24.20701201,12103.506,0.4375011251,2001.214791,1229.597021
6500,0,11,3.2,97.5,22.96504867,12439.40136,0.4505024128,2001.214791,1222.083484
7000,0,11,3.2,105,21.77091088,12699.69801,0.4637531404,2001.214791,1216.526278
7500,0,11,3.2,112.5,20.6268375,12891.77344,0.4772006885,2001.214791,1212.692363
8000,0,11,3.2,120,19.53401906,13022.67938,0.4907947838,2001.214791,1210.37411
8500,0,11,3.2,127.5,18.49286063,13099.10961,0.5044868149,2001.214791,1209.415377
9000,0,11,3.2,135,17.50318124,13127.38593,0.5182293758,2001.214791,1209.644892
9500,0,11,3.2,142.5,16.56436838,13113.4583,0.531975946,2001.214791,1210.94517
10000,0,11,3.2,150,15.67549963,13062.91636,0.5456806443,2001.214791,1213.219008
500,-120,11,3.5,7.5,4.289998628,178.7499428,0.9409567789,7099.884889,1939.294422
1000,-120,11,3.5,15,4.835979899,402.9983249,0.9332422491,7085.277043,1932.821283
1500,-120,11,3.5,22.5,5.429634175,678.7042719,0.9247065023,7048.965336,1925.006994
2000,-120,11,3.5,30,6.072878938,1012.14649,0.9154768845,7030.120421,1917.305569
2500,-120,11,3.5,37.5,6.767725964,1409.942909,0.9053282744,6992.434975,1908.324366
3000,-120,11,3.5,45,7.516119409,1879.029852,0.8942642659,6949.223947,1898.541649
3500,-120,11,3.5,52.5,8.319847885,2426.6223,0.8823220827,6913.685506,1888.435087
4000,-120,11,3.5,60,9.180439429,3060.146476,0.8693606908,6872.082161,1877.466361
4500,-120,11,3.5,67.5,10.0990092,3787.128451,0.855444027,6837.822973,1866.128786
5000,-120,11,3.5,75,11.07602158,4615.008991,0.8404226556,6797.683573,1853.913702
5500,-120,11,3.5,82.5,12.11090493,5550.831426,0.8241111882,6738.937926,1840.341386
6000,-120,11,3.5,90,13.20142189,6600.710943,0.8068931626,6697.528248,1826.797331
6500,-120,11,3.5,97.5,14.34265944,7768.940528,0.7884771003,6644.913563,1812.249153
7000,-120,11,3.5,105,15.52551251,9056.548963,0.7690479537,6589.193986,1797.101781
7500,-120,11,3.5,112.5,16.73474763,10459.21727,0.7487512563,6527.387969,1781.407128
8000,-120,11,3.5,120,17.94739473,11964.92982,0.7281964238,6475.424541,1766.024875
8500,-120,11,3.5,127.5,19.13313294,13552.63584,0.7076381723,6394.153986,1745.751681
9000,-120,11,3.5,135,20.25804021,15193.53016,0.687713573,6275.284012,1717.788326
9500,-120,11,3.5,142.5,21.29053699,16855.00845,0.6688847139,6133.03885,1684.503635
10000,-120,11,3.5,150,22.20632225,18505.26854,0.6514783366,5977.127983,1647.772904
500,-96,11,3.5,7.5,8.681493492,361.7288955,0.8769341469,6901.319559,1884.020878
1000,-96,11,3.5,15,9.51133854,792.611545,0.864456618,6870.265844,1873.78225
1500,-96,11,3.5,22.5,10.39868633,1299.835791,0.8508877311,6828.708923,1862.504832
2000,-96,11,3.5,30,11.34474489,1890.790815,0.8362277677,6783.911113,1850.447421
2500,-96,11,3.5,37.5,12.35048446,2573.017595,0.8204427398,6737.867577,1837.672218
3000,-96,11,3.5,45,13.41625137,3354.062841,0.8034475513,6687.472637,1824.054594
3500,-96,11,3.5,52.5,14.54138419,4241.237056,0.7850840645,6624.739659,1809.294441
4000,-96,11,3.5,60,15.7236236,5241.207867,0.7657642601,6580.094475,1794.57122
4500,-96,11,3.5,67.5,16.95816802,6359.313006,0.7450009316,6518.395025,1778.596993
5000,-96,11,3.5,75,18.23620513,7598.418803,0.7231135425,6455.850478,1762.082836
5500,-96,11,3.5,82.5,19.54282958,8957.130226,0.7004021823,6397.483769,1745.383298
6000,-96,11,3.5,90,20.85469879,10427.3494,0.6771242573,6337.74623,1728.54394
6500,-96,11,3.5,97.5,22.13883399,11991.86841,0.6538328443,6275.301607,1711.657915
7000,-96,11,3.5,105,23.35492076,13623.70377,0.6313079638,6166.961519,1687.040045
7500,-96,11,3.5,112.5,24.46199179,15288.74487,0.6102341482,6012.519204,1653.749762
8000,-96,11,3.5,120,25.42643259,16950.95506,0.5910741456,5832.483357,1614.87906
8500,-96,11,3.5,127.5,26.22688094,18577.374,0.574071896,5641.628728,1572.827916
9000,-96,11,3.5,135,26.85467431,20141.00573,0.559293356,5447.819637,1529.308616
9500,-96,11,3.5,142.5,27.31148084,21621.589,0.5466824931,5258.086464,1485.566011
10000,-96,11,3.5,150,27.6061269,23005.10575,0.5361116846,5074.931726,1442.403075
500,-72,11,3.5,7.5,15.10297768,629.2907367,0.7759748804,6605.559552,1802.380542
1000,-72,11,3.5,15,16.26077119,1355.064266,0.7566990027,6548.351974,1787.437378
1500,-72,11,3.5,22.5,17.47857608,2184.82201,0.7360771583,6489.376235,1771.740306
2000,-72,11,3.5,30,18.75334882,3125.558137,0.7142663946,6437.366537,1755.653059
2500,-72,11,3.5,37.5,20.07971016,4183.272951,0.6907705109,6365.407804,1738.203475
3000,-72,11,3.5,45,21.44827753,5362.069383,0.666360186,6307.321352,1720.78488
3500,-72,11,3.5,52.5,22.84348309,6662.682569,0.6408109727,6242.252201,1702.769963
4000,-72,11,3.5,60,24.24079837,8080.266123,0.6145391577,6172.72928,1684.526527
4500,-72,11,3.5,67.5,25.60431183,9601.616935,0.5885018038,6111.120027,1666.930198
5000,-72,11,3.5,75,26.88718204,11202.99252,0.563414796,6040.499095,1648.819762
5500,-72,11,3.5,82.5,28.03785112,12850.68177,0.5403391579,5887.541686,1619.564965
6000,-72,11,3.5,90,29.01100939,14505.50469,0.5199956781,5677.490317,1580.863509
6500,-72,11,3.5,97.5,29.77707654,16129.24979,0.5026603807,5444.27468,1536.864454
7000,-72,11,3.5,105,30.32511685,17689.65149,0.4883190879,5206.874202,1490.609617
7500,-72,11,3.5,112.5,30.65991496,19162.44685,0.476785124,4976.501024,1444.175709
8000,-72,11,3.5,120,30.79679118,20531.19412,0.4677908338,4758.503219,1399.000548
8500,-72,11,3.5,127.5,30.75677786,21786.05099,0.4610465998,4555.598354,1356.066055
9000,-72,11,3.5,135,30.56309618,22922.32213,0.4562732053,4369.062609,1316.185802
9500,-72,11,3.5,142.5,30.23891941,23939.14454,0.4532166399,4198.126955,1280.151521
10000,-72,11,3.5,150,29.8061045,24838.42042,0.4516528327,4042.02176,1248.733327
500,-48,11,3.5,7.5,23.67779538,986.5748073,0.6250369547,6194.692005,1691.649015
1000,-48,11,3.5,15,25.1181297,2093.177475,0.5979131698,6135.301311,1673.29312
1500,-48,11,3.5,22.5,26.5763689,3322.046113,0.5695186688,6064.7946,1654.272868
2000,-48,11,3.5,30,28.02447362,4670.745603,0.540659756,5995.421633,1635.371147
2500,-48,11,3.5,37.5,29.42185043,6129.552174,0.5121789753,5929.442885,1617.131782
3000,-48,11,3.5,45,30.71411757,7678.529392,0.4849604693,5861.118361,1599.94929
3500,-48,11,3.5,52.5,31.83831144,9286.174171,0.4612225855,5772.613299,1581.52219
4000,-48,11,3.5,60,32.73620934,10912.06978,0.441394232,5536.725824,1548.609194
4500,-48,11,3.5,67.5,33.36964372,12513.61639,0.4259047747,5235.701088,1506.379363
5000,-48,11,3.5,75,33.72771915,14053.21631,0.4144086399,4923.811757,1460.281349
5500,-48,11,3.5,82.5,33.82328388,15502.33844,0.4063801876,4626.817765,1414.06033
6000,-48,11,3.5,90,33.68413731,16842.06865,0.4012776225,4355.839883,1370.10869
6500,-48,11,3.5,97.5,33.34466126,18061.69152,0.3986126783,4113.429094,1329.865633
7000,-48,11,3.5,105,32.84010948,19156.73053,0.3979719869,3899.321874,1294.135509
7500,-48,11,3.5,112.5,32.20345257,20127.15786,0.3990159148,3711.196237,1263.240034
8000,-48,11,3.5,120,31.46397836,20975.98557,0.4014688039,3546.098139,1237.132766
8500,-48,11,3.5,127.5,30.64691263,21708.22978,0.4051073055,3401.065235,1215.512773
9000,-48,11,3.5,135,29.77356378,22330.17284,0.4097495777,3273.546935,1197.960587
9500,-48,11,3.5,142.5,28.86169934,22848.84531,0.4152462254,3161.44564,1184.0111
10000,-48,11,3.5,150,27.925997,23271.66417,0.4214730578,3062.207725,1173.211716
500,-24,11,3.5,7.5,33.20819773,1383.674905,0.431116713,5740.948297,1567.145651
1000,-24,11,3.5,15,34.38164459,2865.137049,0.405118965,5687.949097,1551.805633
1500,-24,11,3.5,22.5,35.33086399,4416.357999,0.3835776293,5642.543979,1539.277846
2000,-24,11,3.5,30,35.98826709,5998.044516,0.3683970241,5480.605572,1522.651609
2500,-24,11,3.5,37.5,36.31347131,7565.306522,0.3592722733,5077.596918,1489.941893
3000,-24,11,3.5,45,36.30481346,9076.203365,0.3547672213,4619.259524,1449.092465
3500,-24,11,3.5,52.5,35.99377383,10498.18403,0.3536663904,4192.735246,1406.492203
4000,-24,11,3.5,60,35.42978694,11809.92898,0.3551297675,3825.599366,1366.033893
4500,-24,11,3.5,67.5,34.6664397,12999.91489,0.3585680373,3520.591934,1329.531252
5000,-24,11,3.5,75,33.75335883,14063.89951,0.3635582814,3271.110516,1297.721289
5500,-24,11,3.5,82.5,32.73292343,15002.5899,0.369791053,3068.628663,1270.576527
6000,-24,11,3.5,90,31.63974723,15819.87361,0.3770355274,2904.637386,1247.833037
6500,-24,11,3.5,97.5,30.50139573,16521.58935,0.3851158435,2771.520318,1229.073996
7000,-24,11,3.5,105,29.33949572,17114.70584,0.3938948255,2663.011366,1213.824746
7500,-24,11,3.5,112.5,28.17085122,17606.78201,0.4032627014,2574.109797,1201.681754
8000,-24,11,3.5,120,27.00842083,18005.61389,0.4131292401,2501.005723,1192.255373
8500,-24,11,3.5,127.5,25.86212252,18319.00345,0.4234182396,2440.374154,1185.192959
9000,-24,11,3.5,135,24.73947725,18554.60794,0.4340636407,2389.693314,1180.210278
9500,-24,11,3.5,142.5,23.64611715,18719.84275,0.4450067667,2346.998719,1177.045395
10000,-24,11,3.5,150,22.58618568,18821.8214,0.4561943456,2310.928451,1175.481711
500,0,11,3.5,7.5,37.2401843,1551.674346,0.3358026187,5223.079402,1500.628975
1000,0,11,3.5,15,36.70693208,3058.911006,0.3390270443,4549.996342,1472.414429
1500,0,11,3.5,22.5,35.88408982,4485.511228,0.3441258622,3854.964069,1436.754763
2000,0,11,3.5,30,34.84310903,5807.184838,0.3508004026,3274.235517,1400.034961
2500,0,11,3.5,37.5,33.65121759,7010.670331,0.3587677066,2821.23729,1365.657353
3000,0,11,3.5,45,32.36373148,8090.93287,0.3677908546,2477.832834,1335.222739
3500,0,11,3.5,52.5,31.02306861,9048.395013,0.3776820343,2226.577096,1309.029596
4000,0,11,3.5,60,29.66058236,9886.860788,0.3882946169,2060.506166,1286.817889
4500,0,11,3.5,67.5,28.29900417,10612.12656,0.3995131559,2001.214865,1268.251591
5000,0,11,3.5,75,26.95462856,11231.09524,0.4112446473,2001.214865,1252.922464
5500,0,11,3.5,82.5,25.63902709,11751.22075,0.4234117961,2001.214865,1240.429224
6000,0,11,3.5,90,24.36031997,12180.15998,0.4359481171,2001.214865,1230.470219
6500,0,11,3.5,97.5,23.12409802,12525.55309,0.448794475,2001.214865,1222.70114
7000,0,11,3.5,105,21.93408689,12794.88402,0.4618966872,2001.214865,1216.879083
7500,0,11,3.5,112.5,20.7926274,12995.39212,0.4752038844,2001.214865,1212.778788
8000,0,11,3.5,120,19.7010266,13134.01773,0.4886673992,2001.214865,1210.197975
8500,0,11,3.5,127.5,18.65981842,13217.37138,0.5022400135,2001.214865,1208.978343
9000,0,11,3.5,135,17.66896044,13251.72033,0.5158754434,2001.214865,1208.967481
9500,0,11,3.5,142.5,16.72798544,13242.98848,0.5295279723,2001.214865,1210.059491
10000,0,11,3.5,150,15.83611999,13196.76666,0.5431521728,2001.214865,1212.158744
500,-120,11,3.8,7.5,4.391680606,182.9866919,0.939517113,7095.422749,1938.023681
1000,-120,11,3.8,15,4.946376711,412.1980593,0.9316678858,7080.216121,1931.432402
1500,-120,11,3.8,22.5,5.548492372,693.5615465,0.9229975627,7043.670537,1923.516124
2000,-120,11,3.8,30,6.199796759,1033.29946,0.9136362459,7024.247645,1915.703903
2500,-120,11,3.8,37.5,6.902158664,1437.949722,0.9033599005,6986.308657,1906.629689
3000,-120,11,3.8,45,7.657385243,1914.346311,0.8921743208,6942.930024,1896.764321
3500,-120,11,3.8,52.5,8.467135437,2469.581169,0.8801187419,6907.071409,1886.577929
4000,-120,11,3.8,60,9.332815274,3110.938425,0.8670537962,6865.252034,1875.543188
4500,-120,11,3.8,67.5,10.25542471,3845.784264,0.8530452487,6830.637429,1864.145539
5000,-120,11,3.8,75,11.23531785,4681.382439,0.8379455982,6790.252084,1851.886932
5500,-120,11,3.8,82.5,12.27181604,5624.582353,0.8215721566,6731.612685,1838.298011
6000,-120,11,3.8,90,13.36257887,6681.289436,0.8043096225,6690.000429,1824.740584
6500,-120,11,3.8,97.5,14.5026032,7855.576733,0.7858700334,6637.413394,1810.203653
7000,-120,11,3.8,105,15.68273391,9148.261448,0.7664403395,6581.811775,1795.08754
7500,-120,11,3.8,112.5,16.88778485,10554.86553,0.7461676522,6520.280878,1779.446302
8000,-120,11,3.8,120,18.095011,12063.34067,0.7256579063,6468.463638,1764.126447
8500,-120,11,3.8,127.5,19.27453788,13652.79766,0.7051623265,6387.504648,1743.961321
9000,-120,11,3.8,135,20.39303677,15294.77758,0.6853093935,6269.025001,1716.146658
9500,-120,11,3.8,142.5,21.41949873,16957.10316,0.6665534599,6127.070104,1683.043416
10000,-120,11,3.8,150,22.33003321,18608.36101,0.6492155623,5971.602267,1646.482589
500,-96,11,3.8,7.5,8.836601915,368.1917465,0.8746020234,6894.256587,1882.060432
1000,-96,11,3.8,15,9.672286951,806.0239126,0.8620084703,6862.781869,1871.7398
1500,-96,11,3.8,22.5,10.56453584,1320.56698,0.8483332738,6820.990317,1860.397338
2000,-96,11,3.8,30,11.51443718,1919.072863,0.8335787738,6776.014222,1848.288307
2500,-96,11,3.8,37.5,12.52285064,2608.927216,0.817712952,6729.815758,1835.47492
3000,-96,11,3.8,45,13.59001741,3397.504353,0.800652917,6679.351835,1821.836112
3500,-96,11,3.8,52.5,14.7151735,4291.925605,0.78224346,6616.790575,1807.07882
4000,-96,11,3.8,60,15.89595838,5298.652793,0.7628972389,6571.995792,1792.362489
4500,-96,11,3.8,67.5,17.12747547,6422.8033,0.7421324064,6510.491388,1776.425477
5000,-96,11,3.8,75,18.40084316,7667.017982,0.7202703363,6448.194567,1759.968737
5500,-96,11,3.8,82.5,19.70116139,9029.698971,0.6976125135,6390.047952,1743.343856
6000,-96,11,3.8,90,21.00525658,10502.62829,0.6744169358,6330.619846,1726.599119
6500,-96,11,3.8,97.5,22.28058256,12068.64889,0.6512322126,6268.573402,1709.824254
7000,-96,11,3.8,105,23.48752794,13701.05796,0.6288280073,6160.781282,1685.398305
7500,-96,11,3.8,112.5,24.58592872,15366.20545,0.6078769208,6006.900844,1652.339287
8000,-96,11,3.8,120,25.54282768,17028.55179,0.5888321657,5827.341935,1613.732866
8500,-96,11,3.8,127.5,26.33723687,18655.54278,0.5719319767,5636.945746,1571.962823
9000,-96,11,3.8,135,26.96059723,20220.44793,0.557239979,5443.709441,1528.717957
9500,-96,11,3.8,142.5,27.41449222,21703.13967,0.5447000263,5254.257294,1485.21605
10000,-96,11,3.8,150,27.70755844,23089.63203,0.5341855765,5071.358848,1442.2931
500,-72,11,3.8,7.5,15.28221537,636.7589735,0.7730203469,6597.21365,1800.088151
1000,-72,11,3.8,15,16.43947829,1369.956524,0.7537025632,6540.068583,1785.149657
1500,-72,11,3.8,22.5,17.65527721,2206.909651,0.7330601596,6481.202449,1769.475213
2000,-72,11,3.8,30,18.92646876,3154.411459,0.7112520208,6429.19325,1753.423837
2500,-72,11,3.8,37.5,20.24757643,4218.245089,0.6877891471,6357.639935,1736.044049
3000,-72,11,3.8,45,21.60913843,5402.284607,0.6634408721,6299.742786,1718.706646
3500,-72,11,3.8,52.5,22.99556805,6707.040681,0.6379895092,6235.052473,1700.800096
4000,-72,11,3.8,60,24.38246656,8127.488853,0.6118526791,6166.066458,1682.689769
4500,-72,11,3.8,67.5,25.73433418,9650.375316,0.5859803515,6104.935302,1665.238614
5000,-72,11,3.8,75,27.00512068,11252.13362,0.5610787352,6034.889456,1647.300808
5500,-72,11,3.8,82.5,28.14433545,12899.48708,0.538190308,5882.712104,1618.339236
6000,-72,11,3.8,90,29.1076754,14553.8377,0.5180193746,5673.606119,1579.987758
