algorithm,framework,run,seed,solution,engine_speed_rpm,ignition_timing_degrees,compression_ratio,connecting_rod_to_crank_ratio,thermal_efficiency_percent,net_specific_power_kw_per_kg,compromise_score,is_run_compromise
MOEA/D,pymoo,5,20290723,45,9833.189530460162,-69.16929792421809,11.999994689449185,4.3993154374683066,30.870408280173585,25296.214625136134,0.6915395658434431,False
MOEA/D,pymoo,5,20290723,46,9861.728876614368,-70.38156565220797,11.999752632247903,4.399501792240333,30.84172872778315,25346.063899957164,0.6941450370340232,False
MOEA/D,pymoo,5,20290723,47,9936.811601666375,-70.3546252446582,11.999994072724883,4.399501619966772,30.764677223715672,25475.233463178265,0.7011614800041507,False
MOEA/D,pymoo,5,20290723,48,9988.739428222107,-70.74894233496047,11.99936667962099,4.399303224118983,30.710611570218273,25563.35805468778,0.706097445832723,False
NSGA-III,DEAP,6,20270724,1,505.09276059722686,-3.4197542631197138,11.999192034658462,4.395700644235567,38.431703145082615,1617.6312530002424,0.70663185295082,False
NSGA-III,DEAP,6,20270724,2,1833.3598358655088,-12.576025036512064,11.999992749172096,4.399856545610485,38.03021149286211,5810.255191707022,0.5841768857877643,False
NSGA-III,DEAP,6,20270724,3,2219.9760218569336,-18.803052234704197,11.999191630916066,4.277112944812756,37.75950169759845,6985.432363827895,0.5518144552185852,False
NSGA-III,DEAP,6,20270724,4,2999.529080965563,-21.78450890666673,11.999997615543835,4.398096180177645,37.36862014518494,9340.688570086486,0.48871559412583426,False
NSGA-III,DEAP,6,20270724,5,3386.866009198315,-22.24656651761505,11.999999797063829,4.398347104893382,37.04933252810955,10456.760416911648,0.4636202079056729,False
NSGA-III,DEAP,6,20270724,6,3476.2269666454326,-26.25606203735994,11.999920403952755,4.399712077024304,37.015691804480866,10722.91216998106,0.456938949192596,False
NSGA-III,DEAP,6,20270724,7,3727.3324603985675,-26.25606203735994,11.999920403952755,4.399712077024304,36.83224961382268,11440.503297925323,0.4419610931915104,False
NSGA-III,DEAP,6,20270724,8,4006.40155930465,-27.873237594422804,11.999985159935438,4.398595312163266,36.60371903165642,12220.766417064799,0.428050061921154,False
NSGA-III,DEAP,6,20270724,9,4009.056350357057,-27.76932836255854,11.999985833321404,4.398630044097027,36.59930626658671,12227.390100560187,0.42802823302202586,False
NSGA-III,DEAP,6,20270724,10,4206.462602257145,-27.873237594422804,11.999985159935438,4.342685531384378,36.39302148156921,12757.15698711348,0.4217009737494667,False
NSGA-III,DEAP,6,20270724,11,4508.372118778159,-32.76179318782843,11.999982582348647,4.396106795702908,36.18729918159469,13595.484223682099,0.4088020720568627,False
NSGA-III,DEAP,6,20270724,12,4819.157977529639,-34.69084755518374,11.999986522104152,4.399881445289911,35.91327590526255,14422.645839839082,0.4017357595549654,False
NSGA-III,DEAP,6,20270724,13,4827.795005317901,-34.54000826122865,11.99999405061162,4.327333368539757,35.89857109850844,14442.578520619054,0.40202808726951567,False
NSGA-III,DEAP,6,20270724,14,4943.373962050338,-35.472862703266486,11.999999916695318,4.393540965583881,35.800332074620776,14747.869117536324,0.40004769749235836,False
NSGA-III,DEAP,6,20270724,15,5243.959657928751,-38.12285768841461,11.999395775047903,4.399864628830105,35.52212607834837,15523.049676559807,0.39856125147293414,True
NSGA-III,DEAP,6,20270724,16,5564.559962123255,-39.71407680612356,11.99999534236072,4.318191438944712,35.212121284752925,16328.330023547018,0.40152423596787545,False
NSGA-III,DEAP,6,20270724,17,5841.211975242294,-42.07052180860802,11.999844082358468,4.398570787503652,34.95510300598355,17015.013856198253,0.40617263412891724,False
NSGA-III,DEAP,6,20270724,18,5994.844875149026,-42.89577277034721,11.99999534236072,4.3999981558438215,34.80596016390904,17388.02765943761,0.41036482250891837,False
NSGA-III,DEAP,6,20270724,19,6098.355574961556,-45.2599159269335,11.999914448677156,4.399711351084312,34.68905844743444,17628.851081089924,0.4149966029487938,False
NSGA-III,DEAP,6,20270724,20,6155.217078732709,-45.2599159269335,11.999916665838755,4.399711351084312,34.64009100208978,17768.106645409855,0.4164115154669658,False
NSGA-III,DEAP,6,20270724,21,6303.396907555583,-46.31423673360766,11.999997615471958,4.398631683834465,34.493529640580434,18118.867338925964,0.42215370935026303,False
NSGA-III,DEAP,6,20270724,22,6347.685698043581,-45.40388386162216,11.999960812556857,4.3988556401944034,34.45790768387303,18227.330649118907,0.4232887061658996,False
NSGA-III,DEAP,6,20270724,23,6461.710229133241,-45.44895918282613,11.999893542060846,4.399435688193302,34.340323137278624,18491.43477399118,0.4287038989552922,False
NSGA-III,DEAP,6,20270724,24,6622.852087108808,-47.23820546448452,11.999995357667434,4.399272696236519,34.18290695281132,18865.69472132272,0.4362032610794081,False
NSGA-III,DEAP,6,20270724,25,6635.060968060874,-46.91509415463216,11.999993955629023,4.398070085795067,34.16870244103114,18892.618657981002,0.43700177212886643,False
NSGA-III,DEAP,6,20270724,26,6796.438545925766,-47.814006973673656,11.999980298519592,4.398785474349396,34.00437189320415,19259.051988747284,0.44583303982475303,False
NSGA-III,DEAP,6,20270724,27,6954.16609202077,-45.44895918282613,11.999893542060846,4.3994257369400165,33.745015981847516,19555.70382630524,0.4640566584775648,False
NSGA-III,DEAP,6,20270724,28,7089.150440355245,-48.06487657124819,11.999993383697772,4.3983548693473065,33.67333514596062,19892.944889851373,0.46644896822232634,False
NSGA-III,DEAP,6,20270724,29,7320.068965779557,-51.80313049238448,11.999692249429753,4.3987985565642145,33.473799960150295,20419.210354584095,0.478352156033621,False
NSGA-III,DEAP,6,20270724,30,7451.9383468391625,-52.83585541683098,11.999989952787379,4.386864680997311,33.33741316737305,20702.36229719734,0.48766017120922767,False
NSGA-III,DEAP,6,20270724,31,7495.415734487097,-53.112012273954576,11.999989952787379,4.386864680997311,33.292626411722345,20795.172987402028,0.4907797645271131,False
NSGA-III,DEAP,6,20270724,32,7656.364458443002,-53.112012273954576,11.99944012666168,4.399803752002303,33.1174814054884,21129.9589655107,0.5034724681318742,False
NSGA-III,DEAP,6,20270724,33,7729.097103551884,-53.39371063000429,11.99999295604408,4.31043093707289,33.02418801423143,21270.59632732908,0.510663167917935,False
NSGA-III,DEAP,6,20270724,34,7889.024900455856,-56.260242433481665,11.999369126934626,4.399965207064245,32.88939141558489,21622.102319865684,0.5201832015951213,False
NSGA-III,DEAP,6,20270724,35,7980.482977200581,-56.260242433481665,11.999369126934626,4.3706662479409175,32.787685362629,21805.130408189118,0.5280837162757986,False
NSGA-III,DEAP,6,20270724,36,8116.738468085575,-61.61877907628609,11.99992731570121,4.399541903985428,32.586440795471916,22041.30146188334,0.5447044125553828,False
NSGA-III,DEAP,6,20270724,37,8209.961527202162,-56.24308095914297,11.999948978812856,4.327333368539757,32.52001642447262,22249.006975741882,0.5495372963841704,False
NSGA-III,DEAP,6,20270724,38,8267.238722211383,-56.3939202530981,11.999949978857392,4.399881445289911,32.46812354449616,22368.47735038348,0.5535917160537274,False
NSGA-III,DEAP,6,20270724,39,8501.656045760941,-59.40019597596516,11.99957360300668,4.399083010367696,32.248238716531105,22846.952804128225,0.5712455583936706,False
NSGA-III,DEAP,6,20270724,40,8689.987779151485,-61.50750896283209,11.999693052203039,4.399736412984444,32.058187832458316,23215.43837381713,0.5870609778784875,False
NSGA-III,DEAP,6,20270724,41,8796.327485894393,-59.40019597596516,11.99957360300668,4.39921051227931,31.903163021795173,23385.88914796554,0.600572957477787,False
NSGA-III,DEAP,6,20270724,42,8922.706367646879,-61.50750896283209,11.999679177684751,4.399488267566892,31.80001207549973,23645.18085310909,0.6091847326603012,False
NSGA-III,DEAP,6,20270724,43,9169.169435100319,-65.31482001471502,11.999515234694272,4.39999954293708,31.560515323416798,24115.309371624044,0.6298834973737363,False
NSGA-III,DEAP,6,20270724,44,9448.042473872858,-65.71401499143467,11.999999734200587,4.39999060367543,31.263226649948443,24614.69110491889,0.6561960407311616,False
NSGA-III,DEAP,6,20270724,45,9589.091304305139,-65.27726553615831,11.999999734200587,4.399998061864974,31.093394659010475,24846.4500288371,0.6714527405038099,False
NSGA-III,DEAP,6,20270724,46,9743.605863455274,-68.36514629190151,11.999488270887374,4.399984909084126,30.961934633809417,25140.073986825366,0.683244936347141,False
NSGA-III,DEAP,6,20270724,47,9999.419865680227,-70.93595013383401,11.999997662829633,4.39999954293708,30.700174788259655,25581.994804798236,0.7070513871615011,False
NSGA-III,DEAP,6,20270724,48,9999.469379409335,-70.93595013383401,11.999997662829633,4.399999539318138,30.700123583250694,25582.078809566472,0.7070560684572915,False
MOPSO,PySwarm + Pareto repository,6,20280724,1,708.6653101249115,-6.320605443600044,11.973010971635182,3.9789950549994453,38.35589732051302,2265.1244891467186,0.6875770925108614,False
MOPSO,PySwarm + Pareto repository,6,20280724,2,809.7620938582178,-6.770383947267931,11.943555096573512,3.28250161795863,38.30944480443096,2585.128019948487,0.6782000719957137,False
MOPSO,PySwarm + Pareto repository,6,20280724,3,1082.8555559893448,-8.849180940983985,12.0,3.6757771267403543,38.295635602937296,3455.720148565334,0.6525571528331431,False
MOPSO,PySwarm + Pareto repository,6,20280724,4,1119.0445777423383,-6.818181936558943,12.0,3.341884001560652,38.272599276081806,3569.06205800039,0.6492602517613921,False
MOPSO,PySwarm + Pareto repository,6,20280724,5,1187.0184261026116,-8.838637427243086,11.98823321913113,4.017271219510057,38.267474587791874,3785.349788010199,0.6428954629288182,False
MOPSO,PySwarm + Pareto repository,6,20280724,6,1295.5690373033365,-9.015841984712608,11.960569880773228,3.8799210322849427,38.202681280523606,4124.517584084513,0.633067855043521,False
MOPSO,PySwarm + Pareto repository,6,20280724,7,1305.577124953658,-10.315709530661508,11.949510453912197,3.434165063029271,38.1754044650595,4153.411233786285,0.6323046774778808,False
MOPSO,PySwarm + Pareto repository,6,20280724,8,1513.8518166549222,-13.65293147493901,11.979288564803312,3.865498627727471,38.05848311748131,4801.24198387748,0.6137216911785871,False
MOPSO,PySwarm + Pareto repository,6,20280724,9,1532.042425353509,-10.144306947706752,11.916922520371859,3.297884366942012,38.05295087772592,4858.227929547429,0.6120726358459582,False
MOPSO,PySwarm + Pareto repository,6,20280724,10,1585.7531844733114,-13.002361645280004,11.939160725009444,3.4859899903253946,38.04047069466536,5026.899795244107,0.607173896065475,False
MOPSO,PySwarm + Pareto repository,6,20280724,11,1649.6362512118515,-9.791772802238711,11.918449034690155,4.1933231197987295,37.980773256331,5221.205034391767,0.6018059030311885,False
MOPSO,PySwarm + Pareto repository,6,20280724,12,1895.7277948112473,-15.329561115556757,11.956222819950565,3.3560092728845308,37.909728710930054,5988.877200922006,0.5797271757534624,False
MOPSO,PySwarm + Pareto repository,6,20280724,13,1946.6940346686067,-12.896788183101847,11.949413943532226,3.536691582620832,37.896827597641256,6147.794018099406,0.5751570800635993,False
MOPSO,PySwarm + Pareto repository,6,20280724,14,2122.463623930181,-16.221876756392405,12.0,3.868693635176932,37.87310038206325,6698.689823865456,0.559169345558272,False
MOPSO,PySwarm + Pareto repository,6,20280724,15,2134.149234493998,-15.956719059918157,11.943586336084767,3.422782951351957,37.80342165286064,6723.178615142197,0.5590711625650527,False
MOPSO,PySwarm + Pareto repository,6,20280724,16,2241.498727697792,-18.097508691487477,11.99063983085466,3.8031423969366154,37.76729760499287,7054.61246084795,0.5497079867898593,False
MOPSO,PySwarm + Pareto repository,6,20280724,17,2338.6201510984934,-17.09997064992423,11.978992812045695,3.8158692147434223,37.74015971698986,7354.991501652342,0.5411917812998228,False
MOPSO,PySwarm + Pareto repository,6,20280724,18,2358.1106873952676,-18.65805698362874,12.0,3.3142431453304475,37.69931937348488,7408.263993511848,0.540083439001873,False
MOPSO,PySwarm + Pareto repository,6,20280724,19,2392.734656162029,-16.29145107042831,11.913405924800863,4.27983662458803,37.652081765596975,7507.620076432522,0.5377337227610172,False
MOPSO,PySwarm + Pareto repository,6,20280724,20,2516.916768755568,-18.983267615562326,12.0,3.854638889388248,37.65002424956727,7896.831448149134,0.5263872233160611,False
MOPSO,PySwarm + Pareto repository,6,20280724,21,2528.2381396351984,-18.72059376739199,11.986087970976413,3.7468711984562724,37.63000152979672,7928.133755180244,0.5257256491745247,False
MOPSO,PySwarm + Pareto repository,6,20280724,22,2550.0422853952427,-18.251185257994862,11.95238880819731,3.932945656737397,37.594566514583335,7988.977859440963,0.5244135422073464,False
MOPSO,PySwarm + Pareto repository,6,20280724,23,2569.915800840118,-20.10972236965864,11.976698634455067,3.874195064910239,37.578687780624534,8047.838625188705,0.5229118318464332,False
MOPSO,PySwarm + Pareto repository,6,20280724,24,2648.6825976817026,-20.318277338757625,11.956966496649912,3.8462068099265734,37.520233054432275,8281.599029353047,0.5169344002640166,False
MOPSO,PySwarm + Pareto repository,6,20280724,25,2712.341695898291,-20.618617643978183,11.985255883996956,3.898396102950779,37.512054457051356,8478.792450222309,0.5113200263835554,False
MOPSO,PySwarm + Pareto repository,6,20280724,26,2775.5730917176306,-21.172960048090232,11.98079072681766,4.008438323119122,37.47007051614181,8666.74328911378,0.5065084461346472,False
MOPSO,PySwarm + Pareto repository,6,20280724,27,2827.121969047418,-21.007188615744454,11.932145145329454,4.071866501950308,37.40350153583893,8812.021742605755,0.5033940358375355,False
MOPSO,PySwarm + Pareto repository,6,20280724,28,2905.9964941896324,-21.2981170577267,11.964909068337784,3.6825320683947913,37.3637557550049,9048.245269483496,0.4972557767427434,False
MOPSO,PySwarm + Pareto repository,6,20280724,29,2925.4318296454503,-21.667956709172188,11.959225122107142,3.934177428879274,37.35705850773606,9107.127335038205,0.49567490791007807,False
MOPSO,PySwarm + Pareto repository,6,20280724,30,3043.8028404473453,-22.770655798128416,11.975033416280546,4.0613937693909685,37.29383622300972,9459.59038556459,0.48669877053625804,False
MOPSO,PySwarm + Pareto repository,6,20280724,31,3056.5493761297234,-22.43242830768068,12.0,3.590437077661691,37.28505550933143,9496.967763000755,0.48579523536352764,False
MOPSO,PySwarm + Pareto repository,6,20280724,32,3093.966233822227,-23.57795197664251,11.989455575918923,3.722214483658976,37.24354513883386,9602.522590615492,0.4835968407328402,False
MOPSO,PySwarm + Pareto repository,6,20280724,33,3197.08275343738,-21.848899843247167,11.989852044120054,4.341433549670018,37.20509054117159,9912.312775771325,0.475519542187392,False
MOPSO,PySwarm + Pareto repository,6,20280724,34,3200.390435258341,-24.165307241735377,11.98418957568246,3.7320184422901788,37.16691186159983,9912.385769162822,0.476354160649148,False
MOPSO,PySwarm + Pareto repository,6,20280724,35,3272.765509713501,-23.762804916281155,12.0,3.917801800681422,37.15091271436254,10132.185482161876,0.47043298183856985,False
MOPSO,PySwarm + Pareto repository,6,20280724,36,3297.622972881087,-24.01862168013494,11.97097660613699,4.111608488390824,37.117841226848924,10200.053827784144,0.4692614389328907,False
MOPSO,PySwarm + Pareto repository,6,20280724,37,3366.3546976075004,-23.515601532975282,11.984958814854085,3.9109038973888826,37.061936830067275,10396.968762527451,0.4650043072349438,False
MOPSO,PySwarm + Pareto repository,6,20280724,38,3405.800000291321,-24.63971933976775,11.960934737799683,4.005970647948443,37.02280498699132,10507.689102956714,0.4628459043234354,False
MOPSO,PySwarm + Pareto repository,6,20280724,39,3451.2761217277634,-23.64165195059232,12.0,3.822294966328758,36.99595039816391,10640.270017483988,0.45978885056591234,False
MOPSO,PySwarm + Pareto repository,6,20280724,40,3502.7595339447557,-23.723650758768756,11.994263931318194,3.8977599253243245,36.94936965317353,10785.396402158549,0.4569367734070872,False
MOPSO,PySwarm + Pareto repository,6,20280724,41,3530.4236811435444,-24.040715352290334,11.98326230082188,3.8333402766841935,36.9170055828,10861.05589553546,0.45569879793700013,False
MOPSO,PySwarm + Pareto repository,6,20280724,42,3555.6747246875334,-24.760918808602426,11.983686503484707,3.681685582736892,36.8978089373473,10933.050552906298,0.4542167010183441,False
MOPSO,PySwarm + Pareto repository,6,20280724,43,3593.839373173239,-25.531349678427958,11.959646017725637,3.9393707979811525,36.872261607970096,11042.748795388912,0.451874291798913,False
MOPSO,PySwarm + Pareto repository,6,20280724,44,3616.2596235438828,-23.8528496609607,12.0,3.9930210607293004,36.850022226084654,11104.937291907052,0.4507839428579457,False
MOPSO,PySwarm + Pareto repository,6,20280724,45,3649.483771512829,-24.481795805157432,11.975036045720646,4.213964259877849,36.83194481847269,11201.46540735601,0.4486263506232961,False
MOPSO,PySwarm + Pareto repository,6,20280724,46,3675.865205876818,-25.639974394586858,11.97218436351259,3.865387835397262,36.80804542765662,11275.117790321357,0.44729555953023703,False
MOPSO,PySwarm + Pareto repository,6,20280724,47,3741.5596699371436,-27.58569681713513,12.0,3.73576390017847,36.773319510444566,11465.797434166006,0.4430744957430117,False
MOPSO,PySwarm + Pareto repository,6,20280724,48,3760.625780527292,-26.17719614344861,11.931926378509136,4.072378274775526,36.71967947226373,11507.41443967448,0.44363050117283703,False
MOPSO,PySwarm + Pareto repository,6,20280724,49,3805.035527668258,-25.29874966432081,11.961809708486063,4.209106066882085,36.6878189636346,11633.204549107577,0.4412081262640403,False
MOPSO,PySwarm + Pareto repository,6,20280724,50,3857.5824399095154,-29.78108211561596,11.981019234905983,3.9340796396160203,36.648050663320824,11781.073057978389,0.4384871258236982,False
MOPSO,PySwarm + Pareto repository,6,20280724,51,3877.3473214508535,-29.25206156486999,11.972958903452916,3.8836281005075404,36.64023149200274,11838.90861940467,0.4371725412009732,False
MOPSO,PySwarm + Pareto repository,6,20280724,52,3899.688280530376,-26.42438748096872,11.992192801069432,3.6205933106724304,36.60463081303442,11895.55414956095,0.4368603399844182,False
MOPSO,PySwarm + Pareto repository,6,20280724,53,3924.2381323651284,-29.221639921806286,11.95099195980206,3.49310121491675,36.55298355650603,11953.550993679708,0.4371169434348995,False
MOPSO,PySwarm + Pareto repository,6,20280724,54,4017.1110136791085,-30.534009388239113,11.975019841668802,4.069723911655935,36.53573791300004,12230.676263600488,0.43025014916483656,False
MOPSO,PySwarm + Pareto repository,6,20280724,55,4071.726134708073,-30.32419214790346,11.981682336573893,4.08244874177637,36.51060186382617,12388.430983571856,0.4269392500908153,False
MOPSO,PySwarm + Pareto repository,6,20280724,56,4074.8836108144933,-28.24054846851658,11.984274087190492,3.865372630830638,36.48896896055983,12390.691799408669,0.42769697110995575,False
MOPSO,PySwarm + Pareto repository,6,20280724,57,4125.149547337829,-29.46493668529186,11.956516822229036,4.293960660141303,36.46859803895046,12536.535057701813,0.42457452190563827,False
MOPSO,PySwarm + Pareto repository,6,20280724,58,4154.827851454043,-30.42295275957261,11.982891266898937,3.9146240504375562,36.43357215509073,12614.601693160956,0.42386183243049097,False
MOPSO,PySwarm + Pareto repository,6,20280724,59,4163.206023771055,-29.30057188999882,11.943981930668421,3.9568202762872478,36.39466070104865,12626.539221975783,0.4250924767176212,False
MOPSO,PySwarm + Pareto repository,6,20280724,60,4224.2727787315835,-29.149395944767278,11.980035561928034,4.105727770653388,36.37737817624477,12805.664032627927,0.42105548936051224,False
MOPSO,PySwarm + Pareto repository,6,20280724,61,4254.491099884939,-29.45703922767538,11.968760052134208,3.8776837044120165,36.32310776841001,12878.028226738492,0.4213963753227192,False
MOPSO,PySwarm + Pareto repository,6,20280724,62,4337.627592995717,-30.36219209352656,11.978704006524167,4.060985470602834,36.282698946338144,13115.069674832748,0.4169252906115438,False
MOPSO,PySwarm + Pareto repository,6,20280724,63,4375.547615974441,-30.708655788700923,11.969909537437907,4.043379020538417,36.24186701783288,13214.83456902845,0.4161187747056048,False
MOPSO,PySwarm + Pareto repository,6,20280724,64,4404.182233621182,-33.143807883154494,11.984013886144467,3.9759769573423758,36.21082798873792,13289.923774392684,0.4155602641902192,False
MOPSO,PySwarm + Pareto repository,6,20280724,65,4424.550696093611,-31.107363214616427,11.976587521860237,3.8598919093452144,36.18752856702873,13342.79622592953,0.4152505453580901,False
MOPSO,PySwarm + Pareto repository,6,20280724,66,4462.69402724963,-30.877499571925924,11.991636534351297,3.8073133009372357,36.152986533234674,13444.976422425227,0.41421549255507856,False
MOPSO,PySwarm + Pareto repository,6,20280724,67,4498.447041546167,-31.06631441979961,11.965857498750648,4.232313891663216,36.139929554555394,13547.79659886472,0.41220489421831635,False
MOPSO,PySwarm + Pareto repository,6,20280724,68,4547.949808810425,-34.2335613944512,11.983576615431573,4.023359167836479,36.08754842734581,13677.029914215358,0.41140564381582284,False
MOPSO,PySwarm + Pareto repository,6,20280724,69,4616.5873752294665,-33.05224845825437,11.99750297672945,4.02560869365394,36.05652642901922,13871.50872556981,0.40802722622058885,False
MOPSO,PySwarm + Pareto repository,6,20280724,70,4639.795083360489,-33.5675124633249,11.99236828507513,3.8880077940509823,36.01689472308314,13925.917587839454,0.4086183964665349,False
MOPSO,PySwarm + Pareto repository,6,20280724,71,4670.247361988074,-35.13217706089455,11.987336496445886,4.237488714318757,36.002543806632616,14011.732103148835,0.40720702934821384,False
MOPSO,PySwarm + Pareto repository,6,20280724,72,4731.146227738683,-33.878422150464715,11.964549365804801,4.185186428974225,35.942316125355134,14170.696112722097,0.40634888725802626,False
MOPSO,PySwarm + Pareto repository,6,20280724,73,4747.940566007333,-33.22515925895564,11.981515718378699,3.8080513647020546,35.894488954992106,14202.07501712576,0.40805488645089166,False
MOPSO,PySwarm + Pareto repository,6,20280724,74,4807.750200707801,-34.56753091831486,11.964912836512632,4.238794296935604,35.879182738219036,14374.845667575366,0.40468196179306654,False
MOPSO,PySwarm + Pareto repository,6,20280724,75,4834.58833860227,-36.53034935056628,11.973642457578073,3.956218846683249,35.80852739453954,14426.624080346728,0.407209919536969,False
MOPSO,PySwarm + Pareto repository,6,20280724,76,4856.198181157324,-34.16214921432771,11.985585016559787,3.6992044129252095,35.78746973124651,14482.58711809184,0.4070195552040482,False
MOPSO,PySwarm + Pareto repository,6,20280724,77,4931.43243579327,-36.17047270803815,11.986315851019407,4.144631946710328,35.77124860880965,14700.291304859069,0.4027703619354739,False
MOPSO,PySwarm + Pareto repository,6,20280724,78,4945.547263400384,-36.76640123376244,11.983756797857618,4.170023727517105,35.75164120884317,14734.285945205562,0.4030603633489534,False
MOPSO,PySwarm + Pareto repository,6,20280724,79,4979.996969985632,-34.647761079831525,11.992376132142414,4.202100082542291,35.73168519079212,14828.640331885434,0.40197470118699224,True
MOPSO,PySwarm + Pareto repository,6,20280724,80,5028.045909380454,-36.33715227233385,11.976587226892534,3.7753490897089255,35.63426655946397,14930.894017340463,0.405167389455074,False
MOPSO,PySwarm + Pareto repository,6,20280724,81,5054.464735375685,-35.788395320943096,11.962091989717491,4.048084160879058,35.629116815561375,15007.176208069646,0.4037251824524462,False
MOPSO,PySwarm + Pareto repository,6,20280724,82,5112.511298979138,-38.514126218803014,11.992801205922568,4.20695362444278,35.596945367246136,15165.815449932414,0.4020145958988703,False
MOPSO,PySwarm + Pareto repository,6,20280724,83,5148.326263051787,-37.57200010581322,11.99010833385489,3.913543634839952,35.54801806295602,15251.066249412977,0.4030114891205957,False
MOPSO,PySwarm + Pareto repository,6,20280724,84,5168.317054923883,-36.241638226656235,11.956457698038744,4.1064055729414415,35.52158783711605,15298.902353045303,0.4035365872714976,False
MOPSO,PySwarm + Pareto repository,6,20280724,85,5201.18944666531,-34.85725159860928,11.948177440682263,4.3480359226139615,35.47056321822091,15374.093256490445,0.4049790271085365,False
MOPSO,PySwarm + Pareto repository,6,20280724,86,5254.891753752975,-39.90806584347965,12.0,3.9396813571775255,35.427171769497384,15513.829399193493,0.40461062055867336,False
MOPSO,PySwarm + Pareto repository,6,20280724,87,5297.243224233886,-38.41094031116121,11.983005785411795,3.8051979171317347,35.38856987229273,15621.821830944175,0.4046996936249727,False
MOPSO,PySwarm + Pareto repository,6,20280724,88,5325.054672822419,-37.734550925365824,11.965455935354933,3.953854711632979,35.366822448963994,15694.188595394711,0.4045294170087556,False
MOPSO,PySwarm + Pareto repository,6,20280724,89,5363.77389829031,-39.67445975283442,12.0,3.8859653937577785,35.34101195359413,15796.766454654504,0.40400288663517475,False
MOPSO,PySwarm + Pareto repository,6,20280724,90,5384.996001775974,-39.6968113452734,11.988682251633469,4.040131026441545,35.33376331091,15856.01451307908,0.4032225483057775,False
MOPSO,PySwarm + Pareto repository,6,20280724,91,5418.103087607319,-40.60034693570623,11.977155086335792,4.133507514948151,35.29158573114986,15934.454134708458,0.4043115231535532,False
MOPSO,PySwarm + Pareto repository,6,20280724,92,5426.8274670300125,-39.464753498137654,11.945121413865511,3.8478885694428664,35.23909127988185,15936.372372570047,0.40769617801493774,False
MOPSO,PySwarm + Pareto repository,6,20280724,93,5474.295155815048,-39.031861492805405,11.98857276317317,3.8200116539247877,35.225743543096634,16069.67643649643,0.4058448001578917,False
MOPSO,PySwarm + Pareto repository,6,20280724,94,5513.708730140717,-39.746952934759136,12.0,3.9234073198806185,35.2115749502966,16178.864017121216,0.4045686117908371,False
MOPSO,PySwarm + Pareto repository,6,20280724,95,5534.195564900217,-39.654421731385156,11.951218436385238,3.971763140653676,35.159554934076496,16214.987748335972,0.4073217316283697,False
MOPSO,PySwarm + Pareto repository,6,20280724,96,5584.212782298206,-40.543175895494656,12.0,3.9009610173316496,35.13892346474444,16351.93546400202,0.4059918832237762,False
MOPSO,PySwarm + Pareto repository,6,20280724,97,5607.262994364924,-39.15859675396824,11.958155445396887,4.0566561825206255,35.0979858430067,16400.30309951962,0.4078284158936755,False
MOPSO,PySwarm + Pareto repository,6,20280724,98,5624.281340333526,-37.9811583060346,12.0,3.9341174029947394,35.06725043443091,16435.67352293104,0.4092459375608571,False
MOPSO,PySwarm + Pareto repository,6,20280724,99,5664.613766912381,-38.6601541959954,11.950238672077717,4.072835774755407,35.01959212561268,16531.038638866834,0.41070003159273194,False
MOPSO,PySwarm + Pareto repository,6,20280724,100,5704.846065006862,-40.86887444047876,12.0,3.658645177431803,34.985623224194924,16632.299581863423,0.41114243875904627,False
MOPSO,PySwarm + Pareto repository,6,20280724,101,5735.423677341443,-38.793451412490484,11.99174938772924,4.0910828341187475,34.97573118213159,16716.719729527245,0.41024562552251254,False
MOPSO,PySwarm + Pareto repository,6,20280724,102,5790.995560337888,-42.326142223672605,11.984900054962083,4.174870105309348,34.96047872571504,16871.331423991916,0.4084389182787685,False
MOPSO,PySwarm + Pareto repository,6,20280724,103,5800.206739707248,-40.019262275867675,11.96897042422829,4.163992958835548,34.92499002280931,16881.01354287558,0.4107881876979513,False
MOPSO,PySwarm + Pareto repository,6,20280724,104,5843.996454661732,-41.64771866961722,11.972369810793039,4.066065094304175,34.888135612989736,16990.511736005814,0.41142885558795295,False
MOPSO,PySwarm + Pareto repository,6,20280724,105,5881.083835208563,-41.84284547856343,11.996108840152804,3.875243981930869,34.84236461672407,17075.905610654896,0.41320061992064594,False
MOPSO,PySwarm + Pareto repository,6,20280724,106,5925.003744044767,-40.8514384691662,11.96278461713435,4.044413801033481,34.7811549066171,17173.206086992275,0.41594471133038274,False
MOPSO,PySwarm + Pareto repository,6,20280724,107,5955.128567003468,-42.64819254192153,12.0,3.863826618562774,34.771062370918784,17255.51223584315,0.41524627005886516,False
MOPSO,PySwarm + Pareto repository,6,20280724,108,6007.826793272467,-43.983373808220335,11.962871367420906,4.219648187290922,34.73592079644411,17390.616304155606,0.41551310150090415,False
MOPSO,PySwarm + Pareto repository,6,20280724,109,6038.768819914824,-43.97060631550049,12.0,4.112909404994365,34.72214567596354,17473.250889045747,0.4151302215829797,False
MOPSO,PySwarm + Pareto repository,6,20280724,110,6102.505125045372,-42.99699684846985,11.999911382386518,4.172872926647131,34.66703747397417,17629.647821255607,0.4166458577938129,False
MOPSO,PySwarm + Pareto repository,6,20280724,111,6126.839163332029,-42.967750356968864,11.963692480870487,4.293847965129135,34.62917260107618,17680.614240504834,0.41867354935441015,False
