algorithm,framework,run,seed,solution,engine_speed_rpm,ignition_timing_degrees,compression_ratio,connecting_rod_to_crank_ratio,thermal_efficiency_percent,net_specific_power_kw_per_kg,compromise_score,is_run_compromise
NSGA-II,DEAP,1,20260719,24,5238.453874347702,-36.176586582420754,11.999956865120545,4.399503075271264,35.513837496367906,15503.133302150263,0.3995044720577025,False
NSGA-II,DEAP,1,20260719,25,5327.958739868246,-39.59378540289808,11.880561338701483,4.399500999998228,35.33564245638307,15688.903754528805,0.4066223387204794,False
NSGA-II,DEAP,1,20260719,26,5684.0816594324415,-38.53936044447647,11.999999741055085,4.380615215489262,35.0709080388555,16612.158763608353,0.40558171507135166,False
NSGA-II,DEAP,1,20260719,27,5967.256366859397,-42.9003578312671,11.999797272618295,4.398559234101794,34.83253754042367,17321.22345099684,0.4095718874491803,False
NSGA-II,DEAP,1,20260719,28,6121.804130580823,-44.47861553554786,11.999997537442292,4.305868858922739,34.66707808445345,17685.42181771459,0.41571938477737497,False
NSGA-II,DEAP,1,20260719,29,6356.947847079695,-44.78555292808581,11.999993055142397,4.399856726308259,34.44547863380662,18247.342603567227,0.42396359033249564,False
NSGA-II,DEAP,1,20260719,30,6571.250888029926,-43.430114560710194,11.999243281315314,4.363139750634009,34.15161853963981,18701.571138022286,0.440959526076896,False
NSGA-II,DEAP,1,20260719,31,6737.076841761284,-47.2717629026678,11.999987865833045,4.399182653025909,34.06304230455414,19123.777789162217,0.4426678715436718,False
NSGA-II,DEAP,1,20260719,32,6774.66784337281,-53.2591146214517,11.99999722099867,4.384594937578796,33.895294340274766,19135.780050726324,0.4564123245393041,False
NSGA-II,DEAP,1,20260719,33,7073.535422906806,-51.49444941696264,11.999998943909048,4.3999956137428216,33.722448198294316,19878.077656481222,0.46242143962298954,False
NSGA-II,DEAP,1,20260719,34,7254.293846860069,-53.32878657931718,11.999983828738351,4.3956511158187235,33.52998638607176,20269.697827148524,0.47492127218278796,False
NSGA-II,DEAP,1,20260719,35,7369.737328112445,-54.2997886888852,11.999999799021152,4.3990986002230965,33.40979574140611,20518.45156667107,0.4829902519320764,False
NSGA-II,DEAP,1,20260719,36,7612.707235214095,-53.30669200112273,11.999980629577438,4.389384071745273,33.16769171447683,21041.327224179036,0.4997362425084054,False
NSGA-II,DEAP,1,20260719,37,7785.778060487767,-54.15438637506894,11.999999172069655,4.384596091727224,32.984105680053986,21400.57719571452,0.5132788009231217,False
NSGA-II,DEAP,1,20260719,38,7992.554731848192,-52.75430547504992,11.969112189809199,4.3342540182497045,32.661967125596135,21754.37999176279,0.5396353359118117,False
NSGA-II,DEAP,1,20260719,39,8255.583897019582,-58.40299223697225,11.999998943909048,4.399990062318713,32.509302413305676,22365.272792218842,0.5498992199541447,False
