configuration_id,run,seed,generation,evaluations,hypervolume
C09,17,31000017,0,56,0.7924064913531713
C09,17,31000017,1,112,0.8351747419405748
C09,17,31000017,2,168,0.8411721235737322
C09,17,31000017,3,224,0.8433193106977992
C09,17,31000017,4,280,0.8465986788047064
C09,17,31000017,5,336,0.8467951570575246
C09,17,31000017,6,392,0.8478087003955466
C09,17,31000017,7,448,0.8479288169849701
C09,17,31000017,8,504,0.8480915330790627
C09,18,31000018,0,56,0.7973160413817472
C09,18,31000018,1,112,0.8225001887789852
C09,18,31000018,2,168,0.8305260732297561
C09,18,31000018,3,224,0.8405758278727362
C09,18,31000018,4,280,0.8429731382264262
C09,18,31000018,5,336,0.8438223808601208
C09,18,31000018,6,392,0.8453731538491867
C09,18,31000018,7,448,0.8462066662621437
C09,18,31000018,8,504,0.8465390228895734
C09,19,31000019,0,56,0.7531363385321392
C09,19,31000019,1,112,0.8158631356346523
C09,19,31000019,2,168,0.8191144934979236
C09,19,31000019,3,224,0.8400311462369854
C09,19,31000019,4,280,0.8414076855585414
C09,19,31000019,5,336,0.8412275659916013
C09,19,31000019,6,392,0.8443319304041014
C09,19,31000019,7,448,0.8449660458704626
C09,19,31000019,8,504,0.8454480886279878
C09,20,31000020,0,56,0.757695495982154
C09,20,31000020,1,112,0.8176224521764138
C09,20,31000020,2,168,0.8199907922472935
C09,20,31000020,3,224,0.8328292415175247
C09,20,31000020,4,280,0.8336655171206292
C09,20,31000020,5,336,0.8345885407517105
C09,20,31000020,6,392,0.8485081710675354
C09,20,31000020,7,448,0.8486118700312543
C09,20,31000020,8,504,0.8488068205559688
C09,21,31000021,0,56,0.8228300230638176
C09,21,31000021,1,112,0.8281490992112243
C09,21,31000021,2,168,0.83535072520534
C09,21,31000021,3,224,0.8410736602035626
C09,21,31000021,4,280,0.8455460486555559
C09,21,31000021,5,336,0.8460181076254795
C09,21,31000021,6,392,0.8462416413775449
C09,21,31000021,7,448,0.8461740875515155
C09,21,31000021,8,504,0.8474378486020611
C10,1,31000001,0,36,0.7958909069601864
C10,1,31000001,1,72,0.8003353435880565
C10,1,31000001,2,108,0.8195025606777505
C10,1,31000001,3,144,0.8204320925010705
C10,1,31000001,4,180,0.8368643888564508
C10,1,31000001,5,216,0.8385475644999798
C10,1,31000001,6,252,0.8389222622973633
C10,1,31000001,7,288,0.8392375978219163
C10,1,31000001,8,324,0.8395337553961647
C10,1,31000001,9,360,0.8396879597413992
C10,1,31000001,10,396,0.839860251640262
C10,1,31000001,11,432,0.8405362878088569
C10,1,31000001,12,468,0.8421990703919676
C10,1,31000001,13,504,0.8421946360086241
C10,2,31000002,0,36,0.7779482402068961
C10,2,31000002,1,72,0.7962113964242437
C10,2,31000002,2,108,0.8101429592866723
C10,2,31000002,3,144,0.83002237620333
C10,2,31000002,4,180,0.8329718386943681
C10,2,31000002,5,216,0.8413120533928223
C10,2,31000002,6,252,0.8415280605829019
C10,2,31000002,7,288,0.8423062708885022
C10,2,31000002,8,324,0.8430177148413751
C10,2,31000002,9,360,0.8434933154759421
C10,2,31000002,10,396,0.84392034614744
C10,2,31000002,11,432,0.844011537983921
C10,2,31000002,12,468,0.8439024206024976
C10,2,31000002,13,504,0.8448264499308693
C10,3,31000003,0,36,0.7434299926265582
C10,3,31000003,1,72,0.748777707080727
C10,3,31000003,2,108,0.7869048838369062
C10,3,31000003,3,144,0.7912607877522999
C10,3,31000003,4,180,0.8075692756533571
C10,3,31000003,5,216,0.8087202475620183
C10,3,31000003,6,252,0.8096838063667811
C10,3,31000003,7,288,0.809618147575968
C10,3,31000003,8,324,0.8127641889765063
C10,3,31000003,9,360,0.8191431436605997
C10,3,31000003,10,396,0.8287986955046158
C10,3,31000003,11,432,0.8431427498702524
C10,3,31000003,12,468,0.8448026961168779
C10,3,31000003,13,504,0.8446669340205263
C10,4,31000004,0,36,0.7833509537974157
C10,4,31000004,1,72,0.7870297603389176
C10,4,31000004,2,108,0.809827107901444
C10,4,31000004,3,144,0.8192677647300488
C10,4,31000004,4,180,0.8362576746182413
C10,4,31000004,5,216,0.841576862819807
C10,4,31000004,6,252,0.8436723462948552
C10,4,31000004,7,288,0.8444493507940463
C10,4,31000004,8,324,0.844927871299032
C10,4,31000004,9,360,0.8457138398402977
C10,4,31000004,10,396,0.8460385057505645
C10,4,31000004,11,432,0.8458787413524846
C10,4,31000004,12,468,0.8458807753208278
C10,4,31000004,13,504,0.8463023750643989
C10,5,31000005,0,36,0.7460570429613255
C10,5,31000005,1,72,0.7533513027870413
C10,5,31000005,2,108,0.8129215907698593
C10,5,31000005,3,144,0.8168193077865519
C10,5,31000005,4,180,0.8300896012224674
C10,5,31000005,5,216,0.8333543369471174
C10,5,31000005,6,252,0.8350812328959938
C10,5,31000005,7,288,0.8390327390571579
C10,5,31000005,8,324,0.8394448651454286
C10,5,31000005,9,360,0.8449789472431171
C10,5,31000005,10,396,0.8451201399933481
C10,5,31000005,11,432,0.8448829086324415
C10,5,31000005,12,468,0.8450882130450709
C10,5,31000005,13,504,0.8452000671929621
C10,6,31000006,0,36,0.7294726171725743
C10,6,31000006,1,72,0.7377556501531675
C10,6,31000006,2,108,0.7619103251732476
C10,6,31000006,3,144,0.7654074012859095
C10,6,31000006,4,180,0.7833766559784732
C10,6,31000006,5,216,0.803405262577565
C10,6,31000006,6,252,0.8055272978285536
C10,6,31000006,7,288,0.8054743963383494
C10,6,31000006,8,324,0.8050820863408
C10,6,31000006,9,360,0.8053299057102971
C10,6,31000006,10,396,0.8087096973232946
C10,6,31000006,11,432,0.810089882610248
C10,6,31000006,12,468,0.8094606092137036
C10,6,31000006,13,504,0.8093587981219063
C10,7,31000007,0,36,0.7886499344598019
C10,7,31000007,1,72,0.8222397161740614
C10,7,31000007,2,108,0.833594836339626
C10,7,31000007,3,144,0.8346988615333697
C10,7,31000007,4,180,0.8397003895184599
C10,7,31000007,5,216,0.840965278662295
C10,7,31000007,6,252,0.8413857864751685
C10,7,31000007,7,288,0.8430269555521842
C10,7,31000007,8,324,0.8464324631432627
C10,7,31000007,9,360,0.8462548043946087
C10,7,31000007,10,396,0.8465990035669183
C10,7,31000007,11,432,0.847015420817975
C10,7,31000007,12,468,0.8473342470581547
C10,7,31000007,13,504,0.8468218318895366
C11,1,31000001,0,12,0.7759312311629838
C11,1,31000001,1,24,0.784450321369851
C11,1,31000001,2,36,0.7854087328823764
C11,1,31000001,3,48,0.7947766196699227
C11,1,31000001,4,60,0.8022909888559988
C11,1,31000001,5,72,0.805511972747688
C11,1,31000001,6,84,0.8151563228680809
C11,1,31000001,7,96,0.8158129057642154
C11,1,31000001,8,108,0.8203458241445635
C11,1,31000001,9,120,0.8259095062067642
C11,1,31000001,10,132,0.8279053872548251
C11,1,31000001,11,144,0.8277424337116975
C11,1,31000001,12,156,0.8287847732348975
C11,1,31000001,13,168,0.8289252665179749
C11,1,31000001,14,180,0.8289221235467202
C11,1,31000001,15,192,0.8291521350989437
C11,1,31000001,16,204,0.8292512034453996
C11,1,31000001,17,216,0.8317633324871259
C11,1,31000001,18,228,0.8328661769153536
C11,1,31000001,19,240,0.8338131018182777
C11,1,31000001,20,252,0.8361220937987798
C11,1,31000001,21,264,0.8361024620978932
C11,1,31000001,22,276,0.8361702079953879
C11,1,31000001,23,288,0.8363790219680104
C11,1,31000001,24,300,0.8366431197791803
C11,1,31000001,25,312,0.8388476798549824
C11,1,31000001,26,324,0.83915181743653
C11,1,31000001,27,336,0.8390275863708371
C11,1,31000001,28,348,0.8391790264498796
C11,1,31000001,29,360,0.8393532986573484
C11,1,31000001,30,372,0.8396277694739005
C11,1,31000001,31,384,0.8396636001367896
C11,1,31000001,32,396,0.8387204489416495
C11,1,31000001,33,408,0.8389095361138352
C11,1,31000001,34,420,0.8394487319621945
C11,1,31000001,35,432,0.839974568088983
C11,1,31000001,36,444,0.8414015038730875
C11,1,31000001,37,456,0.840765555079059
C11,1,31000001,38,468,0.84019428173766
C11,1,31000001,39,480,0.8386551175578566
C11,1,31000001,40,492,0.8385164561450383
C11,1,31000001,41,504,0.8390533643695782
C11,2,31000002,0,12,0.7715296041484616
C11,2,31000002,1,24,0.7879933130660126
C11,2,31000002,2,36,0.8176747769760957
C11,2,31000002,3,48,0.820642543107692
C11,2,31000002,4,60,0.8255147411208059
C11,2,31000002,5,72,0.817057304123485
C11,2,31000002,6,84,0.8184706131267477
C11,2,31000002,7,96,0.8191659032355527
C11,2,31000002,8,108,0.8210887557658348
C11,2,31000002,9,120,0.821262629377563
C11,2,31000002,10,132,0.8211029374370676
C11,2,31000002,11,144,0.8211322953286895
C11,2,31000002,12,156,0.8213538333320446
C11,2,31000002,13,168,0.8237889067646132
C11,2,31000002,14,180,0.8239366007135664
C11,2,31000002,15,192,0.8237957811926809
C11,2,31000002,16,204,0.8238290169978276
C11,2,31000002,17,216,0.8238011146496164
C11,2,31000002,18,228,0.8238011146496164
C11,2,31000002,19,240,0.8239461625925901
C11,2,31000002,20,252,0.8258444246330544
C11,2,31000002,21,264,0.8237241235564006
C11,2,31000002,22,276,0.8240102159924269
C11,2,31000002,23,288,0.8239284410936837
C11,2,31000002,24,300,0.8237649520520172
C11,2,31000002,25,312,0.8243937960053386
C11,2,31000002,26,324,0.8242922950708162
C11,2,31000002,27,336,0.8243626509630456
C11,2,31000002,28,348,0.8238505830378614
C11,2,31000002,29,360,0.823747294103741
C11,2,31000002,30,372,0.823702344077826
C11,2,31000002,31,384,0.8236168212062919
C11,2,31000002,32,396,0.828022322569668
C11,2,31000002,33,408,0.823911468695183
C11,2,31000002,34,420,0.8237582653623612
C11,2,31000002,35,432,0.8220966717029266
C11,2,31000002,36,444,0.8233424601464894
C11,2,31000002,37,456,0.8234634874250507
C11,2,31000002,38,468,0.8220560696138751
C11,2,31000002,39,480,0.8220177834699016
C11,2,31000002,40,492,0.8220547607884865
C11,2,31000002,41,504,0.8222173327108068
C11,3,31000003,0,12,0.6323978945929621
C11,3,31000003,1,24,0.6371933189806841
C11,3,31000003,2,36,0.6653147623736617
C11,3,31000003,3,48,0.6930559239981288
C11,3,31000003,4,60,0.6961871737037655
C11,3,31000003,5,72,0.6998384163429551
C11,3,31000003,6,84,0.7047652882582938
C11,3,31000003,7,96,0.7059277482966346
C11,3,31000003,8,108,0.7132968738275866
C11,3,31000003,9,120,0.7518592614625509
C11,3,31000003,10,132,0.7541699725971951
C11,3,31000003,11,144,0.7684429567400002
C11,3,31000003,12,156,0.7739078901361712
C11,3,31000003,13,168,0.7775013216621868
C11,3,31000003,14,180,0.7808947991959063
C11,3,31000003,15,192,0.7806376500344135
C11,3,31000003,16,204,0.7809591767256364
C11,3,31000003,17,216,0.7848144530023697
C11,3,31000003,18,228,0.7948626992748282
C11,3,31000003,19,240,0.801303892024124
C11,3,31000003,20,252,0.8006469790474751
C11,3,31000003,21,264,0.8011076608463672
C11,3,31000003,22,276,0.8110502141865232
C11,3,31000003,23,288,0.8117055019995567
C11,3,31000003,24,300,0.813225847994224
C11,3,31000003,25,312,0.8187646559102372
C11,3,31000003,26,324,0.824504700225564
C11,3,31000003,27,336,0.8243786150293653
C11,3,31000003,28,348,0.8277157067318557
C11,3,31000003,29,360,0.8332691075241981
C11,3,31000003,30,372,0.839871430953007
C11,3,31000003,31,384,0.8390307921995017
C11,3,31000003,32,396,0.8387462405396144
C11,3,31000003,33,408,0.8386024094271911
C11,3,31000003,34,420,0.8365896974668262
C11,3,31000003,35,432,0.8365582884052136
C11,3,31000003,36,444,0.8380374908364173
C11,3,31000003,37,456,0.8354335549723441
C11,3,31000003,38,468,0.8354200206661802
C11,3,31000003,39,480,0.8360366795674915
C11,3,31000003,40,492,0.8360366795674915
C11,3,31000003,41,504,0.836160621321637
C11,4,31000004,0,12,0.6891514436042042
C11,4,31000004,1,24,0.7245322434694434
C11,4,31000004,2,36,0.7482688887152052
C11,4,31000004,3,48,0.7667340766052925
C11,4,31000004,4,60,0.7795068132528244
C11,4,31000004,5,72,0.7879886187964755
C11,4,31000004,6,84,0.7879971837953873
C11,4,31000004,7,96,0.7895826137442146
C11,4,31000004,8,108,0.7943131104395846
C11,4,31000004,9,120,0.7929858753590538
C11,4,31000004,10,132,0.8106406442572074
C11,4,31000004,11,144,0.8131149391464376
C11,4,31000004,12,156,0.8274134971650705
C11,4,31000004,13,168,0.8283069109356015
C11,4,31000004,14,180,0.8289417028534265
C11,4,31000004,15,192,0.828582103792281
C11,4,31000004,16,204,0.8329959507135648
C11,4,31000004,17,216,0.8329615419705085
C11,4,31000004,18,228,0.831113655464387
C11,4,31000004,19,240,0.8328265739623048
C11,4,31000004,20,252,0.8328029475995861
C11,4,31000004,21,264,0.832561708978571
C11,4,31000004,22,276,0.832805305323537
C11,4,31000004,23,288,0.8331147722954232
C11,4,31000004,24,300,0.8331761915201076
C11,4,31000004,25,312,0.8332118547732242
C11,4,31000004,26,324,0.8326558453508036
C11,4,31000004,27,336,0.8346535359153602
C11,4,31000004,28,348,0.8303084647886799
C11,4,31000004,29,360,0.8303344444337518
C11,4,31000004,30,372,0.8303642053728784
C11,4,31000004,31,384,0.8305582597978545
C11,4,31000004,32,396,0.8306262757461238
C11,4,31000004,33,408,0.8306262757461238
C11,4,31000004,34,420,0.83056960654015
C11,4,31000004,35,432,0.8308703453843804
C11,4,31000004,36,444,0.8344137961066931
C11,4,31000004,37,456,0.8356140512033976
C11,4,31000004,38,468,0.8351078326567513
C11,4,31000004,39,480,0.8349571950311576
C11,4,31000004,40,492,0.835414980324746
C11,4,31000004,41,504,0.8382420104651138
C11,5,31000005,0,12,0.6868248918029027
C11,5,31000005,1,24,0.7629896729016004
C11,5,31000005,2,36,0.7728807074069353
C11,5,31000005,3,48,0.7968638816149545
C11,5,31000005,4,60,0.7969317577969274
C11,5,31000005,5,72,0.8066290983360629
C11,5,31000005,6,84,0.8072627290695347
C11,5,31000005,7,96,0.8075418319023852
C11,5,31000005,8,108,0.8074188690085887
C11,5,31000005,9,120,0.8082409672699367
C11,5,31000005,10,132,0.8110038321560576
C11,5,31000005,11,144,0.8116611723012623
C11,5,31000005,12,156,0.8115461574469066
C11,5,31000005,13,168,0.8111780159457371
C11,5,31000005,14,180,0.8128484243146642
C11,5,31000005,15,192,0.8238258570438113
C11,5,31000005,16,204,0.8267765243451416
C11,5,31000005,17,216,0.8302430595487675
C11,5,31000005,18,228,0.8299167982794855
C11,5,31000005,19,240,0.8325836835983762
C11,5,31000005,20,252,0.8381778800456506
C11,5,31000005,21,264,0.8383104919769151
C11,5,31000005,22,276,0.8386957246678289
C11,5,31000005,23,288,0.8393821061326504
C11,5,31000005,24,300,0.840677910275303
C11,5,31000005,25,312,0.8394964636546596
C11,5,31000005,26,324,0.8395007984839259
C11,5,31000005,27,336,0.8394970984262833
C11,5,31000005,28,348,0.8394138099652181
C11,5,31000005,29,360,0.8396633183657816
C11,5,31000005,30,372,0.8396864120401858
C11,5,31000005,31,384,0.8396864120401858
C11,5,31000005,32,396,0.839434850127858
C11,5,31000005,33,408,0.8396005296470611
C11,5,31000005,34,420,0.8397100947818024
C11,5,31000005,35,432,0.8397293110328236
C11,5,31000005,36,444,0.8396409204203306
C11,5,31000005,37,456,0.8396302078139577
C11,5,31000005,38,468,0.8396779229721419
C11,5,31000005,39,480,0.8396779229721419
C11,5,31000005,40,492,0.8396779229721419
C11,5,31000005,41,504,0.8396524646756472
C11,6,31000006,0,12,0.6362035540994887
C11,6,31000006,1,24,0.6378852344513313
C11,6,31000006,2,36,0.6384097507745937
C11,6,31000006,3,48,0.7544319405138209
C11,6,31000006,4,60,0.7564836972680413
C11,6,31000006,5,72,0.7630056170780505
C11,6,31000006,6,84,0.7705186655890499
C11,6,31000006,7,96,0.7747558675746783
C11,6,31000006,8,108,0.7773742048723126
C11,6,31000006,9,120,0.8106986302894371
C11,6,31000006,10,132,0.8138682126668297
C11,6,31000006,11,144,0.8149009848943669
C11,6,31000006,12,156,0.8250389634037513
C11,6,31000006,13,168,0.8248764425951992
C11,6,31000006,14,180,0.8248764425951992
C11,6,31000006,15,192,0.8297016778108713
C11,6,31000006,16,204,0.8316477739535384
C11,6,31000006,17,216,0.8314677196118117
C11,6,31000006,18,228,0.8362773635783491
C11,6,31000006,19,240,0.8362804308832448
C11,6,31000006,20,252,0.8354736173070312
C11,6,31000006,21,264,0.8354248497702007
C11,6,31000006,22,276,0.8385891819169801
C11,6,31000006,23,288,0.8394559921133294
C11,6,31000006,24,300,0.8366144123525117
C11,6,31000006,25,312,0.8372014734702268
C11,6,31000006,26,324,0.8393797180907293
C11,6,31000006,27,336,0.8391226319480956
C11,6,31000006,28,348,0.8410657423041484
C11,6,31000006,29,360,0.8408263172947807
C11,6,31000006,30,372,0.8405696002208082
C11,6,31000006,31,384,0.8407350519441892
C11,6,31000006,32,396,0.8412386106295359
C11,6,31000006,33,408,0.8413074363477855
C11,6,31000006,34,420,0.8412863158708404
C11,6,31000006,35,432,0.8406850723597786
C11,6,31000006,36,444,0.8402227897722405
C11,6,31000006,37,456,0.840029796447787
C11,6,31000006,38,468,0.8401668519852862
C11,6,31000006,39,480,0.8403822582806378
C11,6,31000006,40,492,0.8403548336222496
C11,6,31000006,41,504,0.8403435320669589
C11,7,31000007,0,12,0.7748752306266721
C11,7,31000007,1,24,0.7841385238756158
C11,7,31000007,2,36,0.7880726986318433
C11,7,31000007,3,48,0.8056948842514057
C11,7,31000007,4,60,0.8074651941062706
C11,7,31000007,5,72,0.808973924075726
C11,7,31000007,6,84,0.8095699131755218
C11,7,31000007,7,96,0.8096408294495827
C11,7,31000007,8,108,0.8111796222792902
C11,7,31000007,9,120,0.8105757082633005
C11,7,31000007,10,132,0.8246184845006451
C11,7,31000007,11,144,0.8249559845420383
C11,7,31000007,12,156,0.8227918346835115
C11,7,31000007,13,168,0.8279008758903071
C11,7,31000007,14,180,0.8268130275939616
C11,7,31000007,15,192,0.8273627426104134
C11,7,31000007,16,204,0.8271727347726108
C11,7,31000007,17,216,0.8276249834213264
C11,7,31000007,18,228,0.8280489510943518
C11,7,31000007,19,240,0.8286190854947
C11,7,31000007,20,252,0.8292357891696449
C11,7,31000007,21,264,0.8343754401168445
C11,7,31000007,22,276,0.8376660034006039
C11,7,31000007,23,288,0.8382433798087321
C11,7,31000007,24,300,0.8382433798087321
C11,7,31000007,25,312,0.8378717517091769
C11,7,31000007,26,324,0.8404634430654451
C11,7,31000007,27,336,0.8400578479429134
C11,7,31000007,28,348,0.8393583502492521
C11,7,31000007,29,360,0.8395597798733591
C11,7,31000007,30,372,0.8397883021327299
C11,7,31000007,31,384,0.8401077089132971
C11,7,31000007,32,396,0.8403985307628057
C11,7,31000007,33,408,0.8400289015345052
C11,7,31000007,34,420,0.8401749091326783
C11,7,31000007,35,432,0.8401422194113096
C11,7,31000007,36,444,0.8391890677812305
C11,7,31000007,37,456,0.8392992548589023
C11,7,31000007,38,468,0.8392476433974132
C11,7,31000007,39,480,0.8394923526585465
C11,7,31000007,40,492,0.8394923526585465
C11,7,31000007,41,504,0.8393269089540514
C12,1,31000001,0,24,0.7862427035318713
C12,1,31000001,1,48,0.80027728804714
C12,1,31000001,2,72,0.8039352312016494
C12,1,31000001,3,96,0.8128173626563403
C12,1,31000001,4,120,0.8161938199621179
C12,1,31000001,5,144,0.819523034742661
C12,1,31000001,6,168,0.8241699352502326
C12,1,31000001,7,192,0.8248074491189893
C12,1,31000001,8,216,0.8293239848470599
C12,1,31000001,9,240,0.8295893300784054
C12,1,31000001,10,264,0.8310783125279261
C12,1,31000001,11,288,0.8344485254416575
C12,1,31000001,12,312,0.8347057860275698
C12,1,31000001,13,336,0.8347829008137125
C12,1,31000001,14,360,0.8348237686133684
C12,1,31000001,15,384,0.8349091625803483
C12,1,31000001,16,408,0.8348997792032247
C12,1,31000001,17,432,0.8348426587028251
C12,1,31000001,18,456,0.8348739876183301
C12,1,31000001,19,480,0.84229619414592
C12,1,31000001,20,504,0.8422583863725148
C12,2,31000002,0,24,0.7779482402068961
C12,2,31000002,1,48,0.7806833722979992
C12,2,31000002,2,72,0.8026846661940464
C12,2,31000002,3,96,0.8042453226372067
C12,2,31000002,4,120,0.8162257439783214
C12,2,31000002,5,144,0.8199558360269575
C12,2,31000002,6,168,0.825199375244713
C12,2,31000002,7,192,0.8298191541838131
C12,2,31000002,8,216,0.8299799196575105
C12,2,31000002,9,240,0.8298999886423778
C12,2,31000002,10,264,0.8305349348189991
C12,2,31000002,11,288,0.8303291287404535
C12,2,31000002,12,312,0.8319214908949502
C12,2,31000002,13,336,0.8331119799499427
C12,2,31000002,14,360,0.8335761554882701
C12,2,31000002,15,384,0.8349861594080443
C12,2,31000002,16,408,0.8345233825136342
C12,2,31000002,17,432,0.8347112305636304
C12,2,31000002,18,456,0.835120434120627
C12,2,31000002,19,480,0.8353505791395959
C12,2,31000002,20,504,0.8375831470623787
C12,3,31000003,0,24,0.7350097210926334
C12,3,31000003,1,48,0.7495266636294351
C12,3,31000003,2,72,0.7674986756626719
C12,3,31000003,3,96,0.8123106379145085
C12,3,31000003,4,120,0.8145749128672669
C12,3,31000003,5,144,0.817048356281639
C12,3,31000003,6,168,0.8166879765214038
C12,3,31000003,7,192,0.8297233879971418
C12,3,31000003,8,216,0.8300399885666192
C12,3,31000003,9,240,0.8310074551531893
C12,3,31000003,10,264,0.8311221942990774
C12,3,31000003,11,288,0.8325602876562382
C12,3,31000003,12,312,0.8324128927692164
C12,3,31000003,13,336,0.841582168707373
C12,3,31000003,14,360,0.8421325572094552
C12,3,31000003,15,384,0.8419963443409328
C12,3,31000003,16,408,0.8421629704838915
C12,3,31000003,17,432,0.8421338440701112
C12,3,31000003,18,456,0.842210327224515
C12,3,31000003,19,480,0.8423684221692395
C12,3,31000003,20,504,0.8425555419835495
C12,4,31000004,0,24,0.7431699935505655
C12,4,31000004,1,48,0.754015256591923
C12,4,31000004,2,72,0.758911195976042
C12,4,31000004,3,96,0.7688102685381327
C12,4,31000004,4,120,0.781090411762776
C12,4,31000004,5,144,0.7829357490398402
C12,4,31000004,6,168,0.828603969113993
C12,4,31000004,7,192,0.8286930832103594
C12,4,31000004,8,216,0.8291061161999201
C12,4,31000004,9,240,0.8302298464493941
C12,4,31000004,10,264,0.8340880010019002
C12,4,31000004,11,288,0.8361959098231138
C12,4,31000004,12,312,0.8363104043588707
C12,4,31000004,13,336,0.836333304419649
C12,4,31000004,14,360,0.8369535490461034
C12,4,31000004,15,384,0.8383059802606918
C12,4,31000004,16,408,0.8388296394993544
C12,4,31000004,17,432,0.8406784375392135
C12,4,31000004,18,456,0.8409328408302731
C12,4,31000004,19,480,0.841437541193693
C12,4,31000004,20,504,0.8415834468408071
C12,5,31000005,0,24,0.7435870283308851
C12,5,31000005,1,48,0.7555884649592312
C12,5,31000005,2,72,0.7608557347674105
C12,5,31000005,3,96,0.8176980877133616
C12,5,31000005,4,120,0.826367605436624
C12,5,31000005,5,144,0.8277030320415514
C12,5,31000005,6,168,0.8285736436792405
C12,5,31000005,7,192,0.8374671275851677
C12,5,31000005,8,216,0.8368772227563197
C12,5,31000005,9,240,0.841072707328445
C12,5,31000005,10,264,0.8410063379566817
C12,5,31000005,11,288,0.8408000385131527
C12,5,31000005,12,312,0.8410262537888953
C12,5,31000005,13,336,0.8412316751058536
C12,5,31000005,14,360,0.8415876661557288
C12,5,31000005,15,384,0.8414933083009065
C12,5,31000005,16,408,0.8418365414600473
C12,5,31000005,17,432,0.8420954340966479
C12,5,31000005,18,456,0.8422854345831329
C12,5,31000005,19,480,0.8440643236337111
C12,5,31000005,20,504,0.8444651452238857
C12,6,31000006,0,24,0.6641783164396994
C12,6,31000006,1,48,0.6771776904416239
C12,6,31000006,2,72,0.7009839491462168
C12,6,31000006,3,96,0.7326423075920072
C12,6,31000006,4,120,0.7347558981360073
C12,6,31000006,5,144,0.7367800917803974
C12,6,31000006,6,168,0.737422940044404
C12,6,31000006,7,192,0.7411598999951831
C12,6,31000006,8,216,0.7450874019495629
C12,6,31000006,9,240,0.7842087515024017
C12,6,31000006,10,264,0.8060389192238135
C12,6,31000006,11,288,0.8057385194542306
C12,6,31000006,12,312,0.8059734728405236
C12,6,31000006,13,336,0.8058173801282001
C12,6,31000006,14,360,0.806531992583177
C12,6,31000006,15,384,0.8067599392862594
C12,6,31000006,16,408,0.8097782646939572
C12,6,31000006,17,432,0.8101424371962371
C12,6,31000006,18,456,0.8181958948601304
C12,6,31000006,19,480,0.8213923945220196
C12,6,31000006,20,504,0.8215226959771429
C12,7,31000007,0,24,0.7886499344598019
C12,7,31000007,1,48,0.7916204850950056
C12,7,31000007,2,72,0.819699065100062
C12,7,31000007,3,96,0.8229829429491268
C12,7,31000007,4,120,0.8301125075718683
C12,7,31000007,5,144,0.8364331527942863
C12,7,31000007,6,168,0.8400234289278721
C12,7,31000007,7,192,0.8432097972676139
C12,7,31000007,8,216,0.8435519356028092
C12,7,31000007,9,240,0.8440932158922136
C12,7,31000007,10,264,0.843295421812017
C12,7,31000007,11,288,0.842927311227872
C12,7,31000007,12,312,0.8427756360872102
C12,7,31000007,13,336,0.8426536638783588
C12,7,31000007,14,360,0.8429853475305612
C12,7,31000007,15,384,0.8429967194474038
C12,7,31000007,16,408,0.8431707283323943
C12,7,31000007,17,432,0.8433999654079145
C12,7,31000007,18,456,0.8436369736739224
C12,7,31000007,19,480,0.8438080186109215
C12,7,31000007,20,504,0.8440595496137362
C12,8,31000008,0,24,0.7748611686992555
C12,8,31000008,1,48,0.7918024763633755
C12,8,31000008,2,72,0.8179904290280221
C12,8,31000008,3,96,0.8259499773012188
C12,8,31000008,4,120,0.8268020053917465
C12,8,31000008,5,144,0.8325398685696761
C12,8,31000008,6,168,0.8363719435431552
C12,8,31000008,7,192,0.834819951476351
C12,8,31000008,8,216,0.8346545322280913
C12,8,31000008,9,240,0.8427364144681266
C12,8,31000008,10,264,0.8424746484041848
C12,8,31000008,11,288,0.8426053487899271
C12,8,31000008,12,312,0.8427141145012625
C12,8,31000008,13,336,0.8440587323865596
C12,8,31000008,14,360,0.8454522184662424
C12,8,31000008,15,384,0.8457108339461658
C12,8,31000008,16,408,0.8453258110483975
C12,8,31000008,17,432,0.845533357087589
C12,8,31000008,18,456,0.8459709539395796
C12,8,31000008,19,480,0.8458434828867665
C12,8,31000008,20,504,0.8456300777230197
C12,9,31000009,0,24,0.7586228201061045
C12,9,31000009,1,48,0.7656986092137482
C12,9,31000009,2,72,0.7673774901124729
C12,9,31000009,3,96,0.7816230667344224
C12,9,31000009,4,120,0.7899864277506718
C12,9,31000009,5,144,0.7922209233475629
C12,9,31000009,6,168,0.7975356100477128
C12,9,31000009,7,192,0.8081395382421026
C12,9,31000009,8,216,0.8086682663451956
C12,9,31000009,9,240,0.8153954743801034
C12,9,31000009,10,264,0.8260902371082016
C12,9,31000009,11,288,0.8261321037783066
C12,9,31000009,12,312,0.8300151727241287
C12,9,31000009,13,336,0.8308517352348995
C12,9,31000009,14,360,0.8310767650591099
C12,9,31000009,15,384,0.8305868778895947
C12,9,31000009,16,408,0.8307451951312437
C12,9,31000009,17,432,0.8306354575140393
C12,9,31000009,18,456,0.8307501724280183
C12,9,31000009,19,480,0.8328332890918277
C12,9,31000009,20,504,0.833899166710001
C12,10,31000010,0,24,0.7153083045924578
C12,10,31000010,1,48,0.7364859912249045
C12,10,31000010,2,72,0.7515235350600934
C12,10,31000010,3,96,0.7867240063822275
C12,10,31000010,4,120,0.7949267558621586
C12,10,31000010,5,144,0.7966503912126293
C12,10,31000010,6,168,0.8109373163013806
C12,10,31000010,7,192,0.8136432295517213
C12,10,31000010,8,216,0.814506760404307
C12,10,31000010,9,240,0.8144347837668469
C12,10,31000010,10,264,0.8217947026505038
C12,10,31000010,11,288,0.823163383064976
