configuration_id,run,seed,generation,evaluations,hypervolume
C01,7,31000007,28,348,0.8327238128920601
C01,7,31000007,29,360,0.8328389035234425
C01,7,31000007,30,372,0.8338690408223685
C01,7,31000007,31,384,0.8337430621718225
C01,7,31000007,32,396,0.8338140988292276
C01,7,31000007,33,408,0.8342415610001442
C01,7,31000007,34,420,0.8344149139413218
C01,7,31000007,35,432,0.8343222163357044
C01,7,31000007,36,444,0.8406589042097176
C01,7,31000007,37,456,0.8404080707908613
C01,7,31000007,38,468,0.8398134634111795
C01,7,31000007,39,480,0.839751981158193
C01,7,31000007,40,492,0.838769152350002
C01,7,31000007,41,504,0.8392380266719344
C02,1,31000001,0,24,0.7862427035318713
C02,1,31000001,1,48,0.7923050282147504
C02,1,31000001,2,72,0.7923050282147504
C02,1,31000001,3,96,0.8027295429917609
C02,1,31000001,4,120,0.8216338517676234
C02,1,31000001,5,144,0.8233584939705286
C02,1,31000001,6,168,0.8253400139646225
C02,1,31000001,7,192,0.8259652802543649
C02,1,31000001,8,216,0.8298112763331605
C02,1,31000001,9,240,0.830694352344161
C02,1,31000001,10,264,0.8309252697546305
C02,1,31000001,11,288,0.8315182493401586
C02,1,31000001,12,312,0.8314919112752439
C02,1,31000001,13,336,0.8320016928848826
C02,1,31000001,14,360,0.8328422532267576
C02,1,31000001,15,384,0.8328023083837417
C02,1,31000001,16,408,0.8330578849988193
C02,1,31000001,17,432,0.8332051480298504
C02,1,31000001,18,456,0.8331733961403418
C02,1,31000001,19,480,0.83308462361341
C02,1,31000001,20,504,0.8331616307948488
C02,2,31000002,0,24,0.7779482402068961
C02,2,31000002,1,48,0.7790481166444237
C02,2,31000002,2,72,0.7970711436787599
C02,2,31000002,3,96,0.7992733217875443
C02,2,31000002,4,120,0.8191005503965381
C02,2,31000002,5,144,0.8251068716956763
C02,2,31000002,6,168,0.8362759949025009
C02,2,31000002,7,192,0.8364384874904468
C02,2,31000002,8,216,0.8368496092293415
C02,2,31000002,9,240,0.8397872303770452
C02,2,31000002,10,264,0.8408259475611165
C02,2,31000002,11,288,0.8403609373360102
