selection_basis,configuration_id,population_size,generations,crossover_probability,crossover_eta,mutation_eta,mutation_probability_per_variable,reference_partitions,nominal_evaluations,is_baseline,is_confirmed,screening_rank,runs,screening_hypervolume_mean,screening_hypervolume_std,confirmation_hypervolume_mean,confirmation_hypervolume_std,hypervolume_mean,hypervolume_std,hypervolume_ci95_low,hypervolume_ci95_high,igd_plus_mean,igd_plus_std,spacing_mean,runtime_seconds_mean,runtime_seconds_std,front_size_mean,compromise_engine_speed_rpm_mean,compromise_engine_speed_rpm_std,compromise_ignition_timing_degrees_mean,compromise_ignition_timing_degrees_std,compromise_efficiency_percent_mean,compromise_efficiency_percent_std,compromise_power_kw_per_kg_mean,compromise_power_kw_per_kg_std
highest held-out mean hypervolume (runs 8-21),C09,56,8,1.0,30.0,10.0,1.0,55,504,False,True,1,21,0.8467953107523163,0.002444998214166555,0.8477321070113073,0.001350151118943853,0.8474198415916435,0.0017841147560179584,0.8466281931493045,0.8481307746839519,0.002907838179233105,0.00027605135829396267,0.011977633671396268,8.684852423678551,0.5211304555892553,56.0,5195.857071502196,144.60638650243212,-37.191995053157484,1.4206459047648539,35.611472341741056,0.13506395383048989,15417.79839445586,370.639424743049
