configuration_id,population_size,generations,crossover_probability,crossover_eta,mutation_eta,mutation_probability_per_variable,reference_partitions,nominal_evaluations,stage,is_baseline,is_confirmed,run,seed,evaluations,front_size,hypervolume,igd_plus,spacing,runtime_seconds,maximum_efficiency_percent,maximum_power_kw_per_kg,compromise_engine_speed_rpm,compromise_ignition_timing_degrees,compromise_efficiency_percent,compromise_power_kw_per_kg,compromise_score
C10,36,13,0.9,20.0,10.0,0.5,35,504,screening,False,False,3,31000003,504,32,0.8446669340205263,0.004342588615552739,0.016754128624020433,9.120273999869823,38.403647065605135,25565.28915182992,5410.808489379234,-37.1746482198855,35.404241341188495,15963.79746741116,0.4004864970189685
C10,36,13,0.9,20.0,10.0,0.5,35,504,screening,False,False,4,31000004,504,35,0.8463023750643989,0.005186231155573611,0.028441393862988402,9.295602200552821,38.39576449552894,25671.821787840163,5303.223615703102,-38.10454405178825,35.52359073964772,15699.128777089321,0.3984783831986909
C10,36,13,0.9,20.0,10.0,0.5,35,504,screening,False,False,5,31000005,504,36,0.8452000671929621,0.004464540434630028,0.016726078189769678,9.631811801344156,37.75604148108626,25652.85376446546,5244.250334267956,-38.299912827453554,35.575115185143666,15547.067475109227,0.3985786692654795
C10,36,13,0.9,20.0,10.0,0.5,35,504,screening,False,False,6,31000006,504,35,0.8093587981219063,0.007015175243526449,0.0239076047991299,10.363138498738408,38.370510541947965,24361.12684381048,4542.160962966222,-31.673261841305646,36.19464152555299,13700.157317160247,0.4085458650292598
C10,36,13,0.9,20.0,10.0,0.5,35,504,screening,False,False,7,31000007,504,35,0.8468218318895366,0.004088144746142021,0.03398704685584154,8.153703199699521,38.39415435604715,25652.610164274483,5214.667159693794,-38.023789033276785,35.60278925934225,15471.391328682581,0.3985443323177339
C11,12,41,0.7,10.0,40.0,1.0,11,504,screening,False,False,1,31000001,504,12,0.8390533643695782,0.010265421455874354,0.07573381786396649,10.619508000090718,37.9745783887795,25674.280166938504,5498.509130401779,-39.98234987124856,35.34045705540682,16193.318815977196,0.3999363278990345
C11,12,41,0.7,10.0,40.0,1.0,11,504,screening,False,False,2,31000002,504,12,0.8222173327108068,0.01657460658741588,0.15197701804437522,9.89236420020461,38.42529365920909,25674.402128975456,5633.413973106836,-42.22927709580249,35.193716689131676,16521.73128017647,0.4033184891420281
C11,12,41,0.7,10.0,40.0,1.0,11,504,screening,False,False,3,31000003,504,12,0.836160621321637,0.010360425493603519,0.0973320808014626,9.39061320014298,38.191507290103274,25662.99462055801,4988.712332143012,-35.66720794033239,35.80973003922335,14887.036821448799,0.39963399847326053
C11,12,41,0.7,10.0,40.0,1.0,11,504,screening,False,False,4,31000004,504,12,0.8382420104651138,0.012170182091604158,0.05280573387917271,9.788459200412035,38.4263044970379,25671.43195860698,5705.574792777028,-47.333603756358414,34.876445398647355,16582.51397734889,0.42457892609246584
C11,12,41,0.7,10.0,40.0,1.0,11,504,screening,False,False,5,31000005,504,12,0.8396524646756472,0.008497038831942706,0.08166793777952078,10.374316301196814,38.33371590756819,25664.866716839657,4774.773427818051,-30.588621599573372,35.89300646057799,14281.74779103912,0.40937873982917916
C11,12,41,0.7,10.0,40.0,1.0,11,504,screening,False,False,6,31000006,504,12,0.8403435320669589,0.008604882322696265,0.06678329503224695,10.105723798274994,38.03307379650493,25670.931635480792,5121.650970624579,-37.703393051033046,35.684093904865065,15230.122848642566,0.3990383498571336
C11,12,41,0.7,10.0,40.0,1.0,11,504,screening,False,False,7,31000007,504,12,0.8393269089540514,0.009440268199003097,0.03317169734610045,9.209160899743438,38.41971436790567,25673.819981933095,5683.935159229726,-44.08601080185211,35.09514605511675,16623.211215081705,0.40823027661942035
C12,24,20,0.9,20.0,20.0,0.5,23,504,screening,True,True,1,31000001,504,24,0.8422583863725148,0.00505433245115649,0.023441543520094872,9.877383099868894,37.481359925837694,25628.350743923067,5399.891627516169,-37.0583130447434,35.41343003824745,15935.723697096835,0.4004774975922258
C12,24,20,0.9,20.0,20.0,0.5,23,504,screening,True,True,2,31000002,504,23,0.8375831470623787,0.006730955575185195,0.037039812851467895,9.002277299761772,38.43086896504824,25473.153174117026,5466.010019453262,-39.837628537412414,35.3701712055003,16111.142516586826,0.3996563635142861
C12,24,20,0.9,20.0,20.0,0.5,23,504,screening,True,True,3,31000003,504,23,0.8425555419835495,0.005886613247290719,0.02131933148140849,8.6040241997689,38.276603826383344,25532.79079610346,4896.9701787228005,-34.38171191438991,35.88691279978436,14644.7618155808,0.4010409577198931
