algorithm,framework,run,seed,solution,engine_speed_rpm,ignition_timing_degrees,compression_ratio,connecting_rod_to_crank_ratio,thermal_efficiency_percent,net_specific_power_kw_per_kg,compromise_score,is_run_compromise,front_size_before_hv48,fixed_cardinality_limit,hv48_solution,scaled_minimization_efficiency,scaled_minimization_power,hv48_compromise_score,is_hv48_run_compromise
NSGA-II,DEAP,17,20260735,14,3566.2436192174105,-22.918291122505494,11.99995347148569,4.389019126977326,36.887444953034695,10962.467932749454,0.453686276181233,False,47,48,14,-0.9221861238258674,-0.40601733084257235,0.45368627618123303,False
NSGA-II,DEAP,17,20260735,15,3905.3624037531167,-29.118774813758804,11.954730735864787,4.398541526684667,36.64660467081957,11926.522675551843,0.4345594710067021,False,47,48,15,-0.9161651167704893,-0.4417230620574757,0.43455947100670217,False
NSGA-II,DEAP,17,20260735,16,4095.728448272383,-28.502204190543964,11.999982005483329,4.39689705062865,36.53010121319409,12468.11456309571,0.4240645441372393,False,47,48,16,-0.9132525303298522,-0.4617820208553967,0.4240645441372393,False
NSGA-II,DEAP,17,20260735,17,4306.765052943505,-31.234918554679325,11.99999765022143,4.399985167909136,36.36154195889383,13050.051514975235,0.4152789140719416,False,47,48,17,-0.9090385489723458,-0.4833352412953791,0.4152789140719417,False
NSGA-II,DEAP,17,20260735,18,4503.441699339133,-30.617988077551416,11.99993848305233,4.399879280869804,36.16669720942928,13572.884361693012,0.4103266039893,False,47,48,18,-0.904167430235732,-0.5026994208034449,0.41032660398930004,False
NSGA-II,DEAP,17,20260735,19,4680.863721501578,-34.07420609905046,11.999961390679262,4.390195967642015,36.03468287120777,14056.119980637566,0.4045102547620078,False,47,48,19,-0.9008670717801943,-0.5205970363199098,0.4045102547620078,False
NSGA-II,DEAP,17,20260735,20,4766.421187999815,-34.07420609905046,11.99995945740827,4.390139227180274,35.95933591069915,14283.11171592992,0.4027321605511398,False,47,48,20,-0.8989833977674788,-0.529004137627034,0.40273216055113986,False
NSGA-II,DEAP,17,20260735,21,4878.224011908333,-37.39042655858154,11.999993155900498,4.398093550406424,35.819267367747685,14561.20084685928,0.4034286396331396,False,47,48,21,-0.8954816841936921,-0.5393037350688622,0.40342863963313963,False
NSGA-II,DEAP,17,20260735,22,5074.344698735717,-37.39042655858154,11.999995091457397,4.390196005122564,35.673953415256776,15085.16136630443,0.399349185684941,True,47,48,22,-0.8918488353814193,-0.5587096802334974,0.399349185684941,True
NSGA-II,DEAP,17,20260735,23,5271.884014891471,-41.74239195707716,11.999944039805166,4.399980171985532,35.39040620353879,15547.843062079335,0.4061705157153622,False,47,48,23,-0.8847601550884697,-0.5758460393362717,0.4061705157153622,False
NSGA-II,DEAP,17,20260735,24,5495.042563494614,-41.74239195707716,11.999944039805166,4.399949238813703,35.25117494664223,16142.225562082836,0.4026859881546393,False,47,48,24,-0.8812793736660558,-0.597860206003068,0.40268598815463935,False
NSGA-II,DEAP,17,20260735,25,5875.529226778506,-43.85031341253294,11.999835744637087,4.399953460185863,34.902790757968624,17089.363932881617,0.4085809811657133,False,47,48,25,-0.8725697689492156,-0.6329394049215413,0.4085809811657133,False
NSGA-II,DEAP,17,20260735,26,5993.273600411773,-43.85031341253294,11.999835744637087,4.399984767394039,34.802352216046856,17381.668230722153,0.4107418448319941,False,47,48,26,-0.8700588054011714,-0.6437654900267464,0.41074184483199416,False
NSGA-II,DEAP,17,20260735,27,6204.579250290594,-44.64712432795304,11.999895453464472,4.39965433629838,34.599538953398806,17889.631788323284,0.4175471549089095,False,47,48,27,-0.8649884738349701,-0.6625789551230846,0.41754715490890953,False
NSGA-II,DEAP,17,20260735,28,6408.743653277852,-44.5799992319573,11.999830427780791,4.399942434522012,34.3866722671796,18364.613970802733,0.4268618242999758,False,47,48,28,-0.8596668066794899,-0.6801708878075087,0.4268618242999758,False
NSGA-II,DEAP,17,20260735,29,6618.254364171773,-43.85031341253294,11.999835744637087,4.39964676763972,34.114278601511174,18814.74776958525,0.4424781584567366,False,47,48,29,-0.8528569650377793,-0.6968425099846389,0.4424781584567366,False
NSGA-II,DEAP,17,20260735,30,6723.811326363945,-51.03988213279658,11.999919088576911,4.397874278259579,34.03113437371286,19068.24389591533,0.4460057918342878,False,47,48,30,-0.8507783593428215,-0.7062312554042715,0.4460057918342878,False
NSGA-II,DEAP,17,20260735,31,7119.360578815581,-51.049918871251336,11.99660366457856,4.397669385328821,33.677594432378406,19980.244849267827,0.4651652687252048,False,47,48,31,-0.8419398608094601,-0.740009068491401,0.46516526872520486,False
NSGA-II,DEAP,17,20260735,32,7306.371841843024,-52.718841553017725,11.999990005656898,4.321472334941011,33.475646315424065,20382.12663554255,0.4785414084174222,False,47,48,32,-0.8368911578856016,-0.7548935790941685,0.47854140841742226,False
NSGA-II,DEAP,17,20260735,33,7435.487067863062,-53.27668026614698,11.997769998179766,4.3992722041252,33.35528129728317,20667.73022757364,0.4864028576163012,False,47,48,33,-0.8338820324320793,-0.7654714899101348,0.48640285761630125,False
NSGA-II,DEAP,17,20260735,34,7631.406248896248,-54.48411521738476,11.99987220585384,4.344559877716245,33.14647508395894,21079.518090384005,0.5013058386073613,False,47,48,34,-0.8286618770989735,-0.7807228922364446,0.5013058386073613,False
NSGA-II,DEAP,17,20260735,35,7811.66238654564,-55.692885769099846,11.99987220585384,4.380954852117758,32.96648589425918,21460.25482306432,0.5144239942328984,False,47,48,35,-0.8241621473564795,-0.7948242527060859,0.5144239942328984,False
NSGA-II,DEAP,17,20260735,36,8001.436562059617,-56.21943697253458,11.914014815973578,4.397749484971046,32.70979370492749,21810.44494066953,0.5350142009418289,False,47,48,36,-0.8177448426231873,-0.8077942570618345,0.5350142009418289,False
NSGA-II,DEAP,17,20260735,37,8214.47463362839,-55.72337430827061,11.999869065028804,4.39538991415184,32.51412864391279,22257.20708166266,0.5500237511056774,False,47,48,37,-0.8128532160978198,-0.8243410030245429,0.5500237511056774,False
NSGA-II,DEAP,17,20260735,38,8442.858360406362,-55.72337430827061,11.999869065028804,4.39538991415184,32.22527166584687,22672.78369169679,0.5740694766661076,False,47,48,38,-0.8056317916461717,-0.8397327293221033,0.5740694766661076,False
NSGA-II,DEAP,17,20260735,39,8537.96456435805,-61.89869781647271,11.9999455239042,4.3999470300463965,32.21148271750324,22918.3748339562,0.5742805772149685,False,47,48,39,-0.805287067937581,-0.8488286975539333,0.5742805772149685,False
NSGA-II,DEAP,17,20260735,40,8694.790641813204,-67.09778627764972,11.999995253154768,4.38861551033429,31.932150572605774,23136.946997638574,0.5987780378550396,False,47,48,40,-0.7983037643151444,-0.8569239628755028,0.5987780378550398,False
NSGA-II,DEAP,17,20260735,41,8713.107585404681,-55.9215049749279,11.999995253154768,4.381521995212564,31.86678856197184,23138.229761816998,0.6047061393898164,False,47,48,41,-0.796669714049296,-0.8569714726598888,0.6047061393898164,False
NSGA-II,DEAP,17,20260735,42,8979.948431456629,-68.51491652652393,11.99999639430596,4.396041120226569,31.66532728021466,23696.083836793703,0.6213088170357522,False,47,48,42,-0.7916331820053666,-0.8776327346960631,0.6213088170357522,False
NSGA-II,DEAP,17,20260735,43,9114.549023553524,-67.40759127550533,11.999996450924224,4.363367303242963,31.58227883744475,23988.1857282856,0.6281679599151965,False,47,48,43,-0.7895569709361188,-0.888451323269837,0.6281679599151965,False
NSGA-II,DEAP,17,20260735,44,9387.626592134067,-65.06950989741358,11.999996450924224,4.397815943628038,31.322656328552878,24503.783457183283,0.6509195671983118,False,47,48,44,-0.7830664082138219,-0.9075475354512327,0.6509195671983118,False
NSGA-II,DEAP,17,20260735,45,9619.878220354523,-68.51462234365508,11.999991611990124,4.380312490285311,31.088841593745347,24922.57251197689,0.6717999808154279,False,47,48,45,-0.7772210398436337,-0.9230582411843292,0.6717999808154279,False
NSGA-II,DEAP,17,20260735,46,9831.28154043879,-68.49423887339975,11.99999670663848,4.399653483834438,30.867599853547752,25289.005386486257,0.6917989363578276,False,47,48,46,-0.7716899963386938,-0.9366298291291206,0.6917989363578276,False
NSGA-II,DEAP,17,20260735,47,9999.981815890347,-70.7697312637259,11.99995647925882,4.399967620616168,30.69943308079333,25582.81438050633,0.7071191968249924,False,47,48,47,-0.7674858270198333,-0.9475116437224567,0.7071191968249924,False
NSGA-II,DEAP,18,20260736,1,500.0710586417642,-3.810870492915882,11.999999711813071,4.376153567403203,38.43351060799438,1601.623861421602,0.7071038125562135,False,45,48,1,-0.9608377651998594,-0.059319402274874145,0.7071038125562135,False
NSGA-II,DEAP,18,20260736,2,731.505629126815,-3.810870492915882,11.999999711813071,4.376060166101293,38.369443920507535,2338.955351193076,0.6853884985196709,False,45,48,2,-0.9592360980126884,-0.08662797597011392,0.6853884985196709,False
NSGA-II,DEAP,18,20260736,3,979.0453992958652,-8.567894169397292,11.999992039774265,4.352648040723096,38.31530614647291,3126.0353504430745,0.6622444183135928,False,45,48,3,-0.9578826536618228,-0.11577908705344721,0.6622444183135928,False
NSGA-II,DEAP,18,20260736,4,1144.3643090389,-7.238571096159589,11.999564897775226,4.399826514441563,38.28196203756412,3650.709252980872,0.6468345130279909,False,45,48,4,-0.957049050939103,-0.13521145381410637,0.6468345130279909,False
NSGA-II,DEAP,18,20260736,5,1543.53819725459,-11.36450725805625,11.999992677759224,4.282607315641824,38.15654017389154,4908.006436123407,0.6101403593491919,False,45,48,5,-0.9539135043472886,-0.1817780161527188,0.6101403593491919,False
NSGA-II,DEAP,18,20260736,6,2005.808220796998,-16.178825953503235,11.997839587390756,4.399226521838555,37.92197649753863,6338.684350636128,0.5693557108477535,False,45,48,6,-0.9480494124384657,-0.23476608706059734,0.5693557108477535,False
NSGA-II,DEAP,18,20260736,7,2045.08912465758,-12.732422078259232,11.999690790977228,4.298939211366326,37.88478701699879,6456.480493202743,0.5661855859926619,False,45,48,7,-0.9471196754249698,-0.23912890715565713,0.5661855859926619,False
NSGA-II,DEAP,18,20260736,8,2305.4041858794,-16.178825953503235,11.997839587390756,4.399226521838555,37.7924855634178,7260.579534390849,0.5434194688438936,False,45,48,8,-0.9448121390854449,-0.26891035312558703,0.5434194688438936,False
NSGA-II,DEAP,18,20260736,9,2736.9444449184784,-21.418635749666407,11.999982384508442,4.3241388974143495,37.51119357960639,8555.504407497117,0.5091022388961016,False,45,48,9,-0.9377798394901598,-0.31687053361100437,0.5091022388961016,False
NSGA-II,DEAP,18,20260736,10,3182.825209754704,-22.8543277027066,11.999999636982803,4.388028206255312,37.24122901225188,9877.69354520363,0.4757433701211628,False,45,48,10,-0.9310307253062969,-0.36584050167420856,0.4757433701211628,False
NSGA-II,DEAP,18,20260736,11,3333.340707653037,-26.786638002489767,11.99971773507412,4.374285459236826,37.06289001983584,10295.270003865524,0.4678691480934457,False,45,48,11,-0.926572250495896,-0.38130629643946384,0.4678691480934456,False
NSGA-II,DEAP,18,20260736,12,3542.487676193765,-23.17862795546301,11.997792343004525,4.399225725094846,36.92436549247631,10900.342475697636,0.4543906733369327,False,45,48,12,-0.9231091373119078,-0.40371638798880133,0.4543906733369327,False
NSGA-II,DEAP,18,20260736,13,3780.810520315345,-27.184668306397384,11.99987161472138,4.39104363655732,36.79306998891321,11592.302174065151,0.4389517236025475,False,45,48,13,-0.9198267497228303,-0.42934452496537595,0.4389517236025475,False
NSGA-II,DEAP,18,20260736,14,3934.712644577527,-29.64783365660641,11.999696966130486,4.3373265729050825,36.651975209541085,12017.915858810282,0.431878190427803,False,45,48,14,-0.9162993802385271,-0.4451079947707512,0.43187819042780307,False
NSGA-II,DEAP,18,20260736,15,4179.936062035436,-26.5412679409956,11.999966220985232,4.376714944884553,36.3602734790689,12665.301528385891,0.4254571534039507,False,45,48,15,-0.9090068369767226,-0.46908524179207006,0.42545715340395074,False
NSGA-II,DEAP,18,20260736,16,4370.830316887805,-31.08688500992112,11.999983122584464,4.398617930450363,36.3058945186684,13223.908703660554,0.4130954037847114,False,45,48,16,-0.9076473629667101,-0.48977439643187237,0.4130954037847114,False
NSGA-II,DEAP,18,20260736,17,4456.789515128346,-31.08688500992112,11.999983122584464,4.399891399531658,36.22513065777767,13453.981874978155,0.4107032429782751,False,45,48,17,-0.9056282664444417,-0.49829562499919094,0.4107032429782751,False
NSGA-II,DEAP,18,20260736,18,4571.818532292191,-34.9819876190214,11.999966220985232,4.399588203976951,36.09859436611117,13753.018559390464,0.4089673133883141,False,45,48,18,-0.9024648591527793,-0.5093710577552024,0.40896731338831416,False
NSGA-II,DEAP,18,20260736,19,4699.782509345025,-38.03733318844115,11.999966220985232,4.372714821568817,35.878644905456014,14051.818982138591,0.4125245937654542,False,45,48,19,-0.8969661226364003,-0.5204377400792071,0.4125245937654543,False
NSGA-II,DEAP,18,20260736,20,4952.65624339973,-36.13175503394595,11.999995950690431,4.3994113699296005,35.79040414278869,14771.4640442985,0.4000400165655186,False,45,48,20,-0.8947601035697172,-0.5470912608999444,0.40004001656551863,False
NSGA-II,DEAP,18,20260736,21,5005.188129774574,-41.292505696050085,11.999995950690431,4.39989879839934,35.53476459236773,14821.5151610044,0.4134446245410752,False,45,48,21,-0.8883691148091932,-0.5489450059631259,0.4134446245410752,False
NSGA-II,DEAP,18,20260736,22,5148.738840053692,-41.292505696050085,11.999995950690431,4.39989879839934,35.477937499381255,15222.219564005134,0.4078714906389958,False,45,48,22,-0.8869484374845313,-0.5637859097779679,0.40787149063899586,False
NSGA-II,DEAP,18,20260736,23,5358.866775103755,-38.4379159537703,11.999687708940272,4.3906632600590765,35.415259043988186,15815.471251876756,0.398882948592128,True,45,48,23,-0.8853814760997046,-0.585758194513954,0.398882948592128,True
NSGA-II,DEAP,18,20260736,24,5461.193262374204,-38.42804876145775,11.999953790096807,4.392495208566255,35.31482571955235,16071.757356794882,0.3999555140528277,False,45,48,24,-0.8828706429888088,-0.5952502724738845,0.39995551405282775,False
NSGA-II,DEAP,18,20260736,25,5528.613083590295,-45.28038459378966,11.998284912756016,4.399221720353175,35.03863369346371,16142.92072240094,0.4169298019148257,False,45,48,25,-0.8759658423365927,-0.5978859526815163,0.4169298019148257,False
NSGA-II,DEAP,18,20260736,26,5915.678507030384,-44.08366227054681,11.99942592714139,4.399960334698236,34.864638816196994,17187.332875029486,0.4095901971167313,False,45,48,26,-0.8716159704049249,-0.6365678842603514,0.4095901971167313,False
NSGA-II,DEAP,18,20260736,27,6051.645802732389,-44.05078557288164,11.999947240855285,4.391065265387663,34.746339768291854,17522.711768258072,0.4124820588085907,False,45,48,27,-0.8686584942072963,-0.6489893247502989,0.41248205880859073,False
NSGA-II,DEAP,18,20260736,28,6211.068580536095,-41.72776312051259,11.999982531251362,4.390326199211464,34.54386793412211,17879.52773131785,0.4219895847020425,False,45,48,28,-0.8635966983530527,-0.66220473078955,0.4219895847020425,False
NSGA-II,DEAP,18,20260736,29,6570.779809999432,-49.3073648246727,11.999400026543825,4.398631084485573,34.20393705482944,18728.87825186372,0.4363448219833872,False,45,48,29,-0.855098426370736,-0.6936621574764341,0.43634482198338725,False
NSGA-II,DEAP,18,20260736,30,6604.937248276957,-43.30416069288098,11.996509356150671,4.399219509787165,34.104858987005656,18771.70445587556,0.4438198131180177,False,45,48,30,-0.8526214746751414,-0.6952483131805762,0.44381981311801777,False
NSGA-II,DEAP,18,20260736,31,6894.89453975644,-49.390752630263904,11.9999485438359,4.399535484471008,33.908564406980226,19482.997965055627,0.4511310684721755,False,45,48,31,-0.8477141101745056,-0.7215925172242825,0.4511310684721755,False
NSGA-II,DEAP,18,20260736,32,7054.545172399108,-49.36652734357078,11.999426333253242,4.398717446807513,33.73965664820495,19834.827660499814,0.4614231958033395,False,45,48,32,-0.8434914162051237,-0.7346232466851783,0.4614231958033395,False
NSGA-II,DEAP,18,20260736,33,7121.412543195273,-49.38459864941591,11.999373914045222,4.398717446807513,33.66514329526017,19978.614477611005,0.4662466131930407,False,45,48,33,-0.8416285823815043,-0.7399486843559632,0.4662466131930407,False
NSGA-II,DEAP,18,20260736,34,7416.9011415426,-49.3073648246727,11.999400026543825,4.3985003845460735,33.30446755148612,20584.661950090493,0.4915681911369549,False,45,48,34,-0.832611688787153,-0.7623948870403886,0.4915681911369549,False
NSGA-II,DEAP,18,20260736,35,7668.280291249989,-55.54746766948672,11.999982531251362,4.399694279765347,33.11422711519944,21160.76459562165,0.5035237196918341,False,45,48,35,-0.827855677879986,-0.7837320220600612,0.5035237196918341,False
NSGA-II,DEAP,18,20260736,36,7986.499168018438,-56.84895156268888,11.999415544307531,4.399735489591699,32.78851027434018,21822.117502215155,0.5279045561767796,False,45,48,36,-0.8197127568585045,-0.8082265741561169,0.5279045561767796,False
NSGA-II,DEAP,18,20260736,37,8119.016403398109,-56.84895156268888,11.999415544307531,4.3911864216782375,32.64473740124584,22086.929870444896,0.5392156907210126,False,45,48,37,-0.816118435031146,-0.8180344396461072,0.5392156907210126,False
NSGA-II,DEAP,18,20260736,38,8323.408201780849,-56.84895156268888,11.9919334154506,4.399734602904067,32.406059530949165,22477.405140608396,0.5586475177006229,False,45,48,38,-0.8101514882737291,-0.8324964866891998,0.5586475177006228,False
NSGA-II,DEAP,18,20260736,39,8613.210150245803,-60.872629567607646,11.999982529853288,4.323983585035721,32.12361986983329,23057.290727123825,0.5817003447931423,False,45,48,39,-0.8030904967458323,-0.8539737306342158,0.5817003447931423,False
NSGA-II,DEAP,18,20260736,40,8843.406529173093,-62.703791567438174,11.999982106373269,4.399993081851564,31.89927537604803,23508.1883447028,0.6005482638198281,False,45,48,40,-0.7974818844012008,-0.8706736423964,0.6005482638198281,False
NSGA-II,DEAP,18,20260736,41,9223.412167126056,-63.52720201104146,11.99994578116603,4.394573533501918,31.4861784574844,24200.833456755325,0.6364973883695092,False,45,48,41,-0.78715446143711,-0.896327165065012,0.6364973883695092,False
NSGA-II,DEAP,18,20260736,42,9406.524229253013,-63.98961689580005,11.999965600839309,4.399588203976951,31.28144963782504,24520.80949536326,0.6546581815502157,False,45,48,42,-0.7820362409456261,-0.9081781294578986,0.6546581815502157,False
NSGA-II,DEAP,18,20260736,43,9597.369635243913,-71.17063974437033,11.999982165891543,4.3997584865410335,31.080916736282905,24857.92054336216,0.6725820971800551,False,45,48,43,-0.7770229184070726,-0.9206637238282281,0.672582097180055,False
NSGA-II,DEAP,18,20260736,44,9825.44222437719,-71.17063974437033,11.999989819086029,4.399754285008012,30.872323177246347,25277.852309194568,0.691371343867855,False,45,48,44,-0.7718080794311587,-0.9362167521923914,0.691371343867855,False
NSGA-II,DEAP,18,20260736,45,9999.893474638731,-71.17063974437033,11.999982106373269,4.399885715675535,30.699481101212,25582.628394900417,0.7071148066395683,False,45,48,45,-0.7674870275303001,-0.9475047553666821,0.7071148066395683,False
NSGA-II,DEAP,19,20260737,1,515.4186547948152,-3.85587708161512,11.999871522416708,4.399717392653194,38.43153692947779,1650.6942554907253,0.705656975889932,False,47,48,1,-0.9607884232369447,-0.06113682427743427,0.705656975889932,False
NSGA-II,DEAP,19,20260737,2,632.8179118300379,-3.9930539307405297,11.99999115390039,4.179980620115753,38.4092098119616,2025.502995687278,0.6946091583686259,False,47,48,2,-0.9602302452990401,-0.07501862946989918,0.6946091583686259,False
NSGA-II,DEAP,19,20260737,3,894.9349392164133,-8.330332521352943,11.999915931765644,4.291706640492716,38.32071136214312,2857.87862446744,0.6701423133141029,False,47,48,3,-0.9580177840535781,-0.10584735646175704,0.6701423133141029,False
NSGA-II,DEAP,19,20260737,4,1084.7396880682927,-8.641391078296962,11.999824353765185,4.290711227905533,38.30484151603783,3462.565153134356,0.6523395966760527,False,47,48,4,-0.9576210379009458,-0.12824315381979096,0.6523395966760527,False
NSGA-II,DEAP,19,20260737,5,1453.4890971216112,-9.357044493225388,11.999798646930838,4.399756837707138,38.176530953691774,4624.097625593057,0.6184322066761387,False,47,48,5,-0.9544132738422944,-0.17126287502196508,0.6184322066761387,False
NSGA-II,DEAP,19,20260737,6,1564.794111172556,-9.446279819046126,11.999824353765185,4.290711227905533,38.1074326431285,4969.19051598936,0.608541545884411,False,47,48,6,-0.9526858160782125,-0.18404409318479112,0.6085415458844111,False
NSGA-II,DEAP,19,20260737,7,1804.46383406357,-13.219311346026032,11.999616439378489,4.399649627795673,38.048208453688005,5721.384675465984,0.5866908851612332,False,47,48,7,-0.9512052113422002,-0.21190313612836978,0.5866908851612331,False
NSGA-II,DEAP,19,20260737,8,2115.546166281372,-15.51734963555836,11.99979367863087,4.354176704484657,37.897005808713445,6681.072112680548,0.5594906534797415,False,47,48,8,-0.9474251452178362,-0.24744711528446475,0.5594906534797415,False
NSGA-II,DEAP,19,20260737,9,2130.971096967655,-15.51734963555836,11.99979367863087,4.353960818642796,37.88938075246871,6728.431272126115,0.5581613824452172,False,47,48,9,-0.9472345188117177,-0.24920115822689315,0.5581613824452172,False
NSGA-II,DEAP,19,20260737,10,2353.522263148968,-16.09281884517513,11.999776965942406,4.384577226162088,37.760470983819474,7405.842427284145,0.5394877020346956,False,47,48,10,-0.9440117745954868,-0.27429046026978315,0.5394877020346956,False
NSGA-II,DEAP,19,20260737,11,2539.43023287121,-18.535789993322798,11.999455571277029,4.397598815668778,37.661675390495866,7969.933092267236,0.5241073812099423,False,47,48,11,-0.9415418847623966,-0.29518270712100875,0.5241073812099423,False
NSGA-II,DEAP,19,20260737,12,2754.2417314957297,-20.4397880971257,11.999798666302208,4.392038770385453,37.52671615177177,8613.137305933722,0.5071924730980746,False,47,48,12,-0.9381679037942943,-0.31900508540495265,0.5071924730980746,False
NSGA-II,DEAP,19,20260737,13,2965.382187833049,-22.267605148087696,11.99980304067589,4.362224670148388,37.38315983149785,9237.946357436636,0.4914230394982176,False,47,48,13,-0.9345789957874462,-0.3421461613865421,0.4914230394982176,False
NSGA-II,DEAP,19,20260737,14,3170.96526125267,-22.4886549418885,11.998909932800784,4.3992938863272375,37.247661922470506,9842.58683491982,0.4766168477119673,False,47,48,14,-0.9311915480617626,-0.36454025314517857,0.4766168477119672,False
NSGA-II,DEAP,19,20260737,15,3460.20278844056,-28.39297483518895,11.999030540208295,4.392308194553178,36.93124924570368,10649.134301714766,0.4612654465865743,False,47,48,15,-0.9232812311425921,-0.39441238154499136,0.46126544658657437,False
NSGA-II,DEAP,19,20260737,16,3772.8636118094378,-28.39297483518895,11.99987521976485,4.298664503722804,36.78104476761671,11564.155450672915,0.4401080347384463,False,47,48,16,-0.9195261191904178,-0.4283020537286265,0.4401080347384464,False
NSGA-II,DEAP,19,20260737,17,3981.56158213387,-28.39297483518895,11.999876171726909,4.386355612341675,36.63090076933783,12154.015601846126,0.428901136862614,False,47,48,17,-0.9157725192334457,-0.45014872599430095,0.428901136862614,False
NSGA-II,DEAP,19,20260737,18,4099.971200468254,-32.235749873781714,11.999970497237522,4.399546682812263,36.474080769581946,12461.890059903248,0.4263587964976626,False,47,48,18,-0.9118520192395486,-0.4615514837001203,0.4263587964976626,False
NSGA-II,DEAP,19,20260737,19,4318.857680065563,-32.378824816668924,11.998868227405085,4.3990464505528575,36.337223632906806,13077.941446603283,0.4155681389808437,False,47,48,19,-0.9084305908226702,-0.4843682017260475,0.4155681389808439,False
NSGA-II,DEAP,19,20260737,20,4574.937218102152,-33.14033756568489,11.999803039734353,4.399982074573752,36.12969481219295,13774.257122914476,0.4069542202676581,False,47,48,20,-0.9032423703048238,-0.5101576712190546,0.4069542202676578,False
NSGA-II,DEAP,19,20260737,21,4789.891274228301,-33.02577657365663,11.99979844328882,4.399758313817434,35.92372599886272,14339.228474976742,0.4032083940490047,False,47,48,21,-0.8980931499715681,-0.5310825361102497,0.4032083940490047,False
NSGA-II,DEAP,19,20260737,22,4923.276168351442,-31.65117314842917,11.99995361971668,4.399576410455092,35.71322734095577,14652.173421887055,0.4071206595224931,False,47,48,22,-0.8928306835238942,-0.5426730896995205,0.40712065952249316,False
NSGA-II,DEAP,19,20260737,23,5080.177771988108,-37.84537590126003,11.999722573128585,4.39946730622905,35.66238791594484,15097.605865550027,0.399734252234127,True,47,48,23,-0.891559697898621,-0.559170587612964,0.39973425223412706,True
NSGA-II,DEAP,19,20260737,24,5161.807195796728,-33.02577657365663,11.999758180682036,4.399758530189686,35.479837496544455,15261.673374613474,0.406885584253021,False,47,48,24,-0.8869959374136114,-0.5652471620227213,0.406885584253021,False
NSGA-II,DEAP,19,20260737,25,5430.44540102961,-40.68563753024532,11.999784442445048,4.399800487082246,35.32866911568872,15987.53406031572,0.4008032738966626,False,47,48,25,-0.883216727892218,-0.5921308911228045,0.4008032738966626,False
NSGA-II,DEAP,19,20260737,26,5612.030899984825,-42.01504971834363,11.999928828944569,4.399995020884084,35.155580885900015,16441.183853215563,0.4030987694971356,False,47,48,26,-0.8788895221475004,-0.6089327353042802,0.4030987694971356,False
NSGA-II,DEAP,19,20260737,27,5713.182883847064,-41.54188287649531,11.999916153971636,4.399134587834364,35.07707112637363,16700.143531223657,0.4034658232586867,False,47,48,27,-0.8769267781593408,-0.6185238344897651,0.4034658232586867,False
NSGA-II,DEAP,19,20260737,28,5992.1558355127,-42.97243176015554,11.913826031433432,4.399417009800448,34.7410930090312,17347.836933846316,0.4158636787231224,False,47,48,28,-0.8685273252257799,-0.642512479031345,0.41586367872312247,False
NSGA-II,DEAP,19,20260737,29,6121.206496365437,-41.61546525582287,11.999995452069273,4.397765697708399,34.64947322334217,17674.715049196857,0.4172300235877,False,47,48,29,-0.8662368305835543,-0.6546190758961798,0.4172300235877,False
NSGA-II,DEAP,19,20260737,30,6284.241567053138,-43.21799112271096,11.999961341729232,4.399451499069935,34.500841918318635,18067.63540678561,0.4223739296326619,False,47,48,30,-0.8625210479579659,-0.6691716817328003,0.42237392963266196,False
NSGA-II,DEAP,19,20260737,31,6588.869611294053,-46.31347831178849,11.998868227405085,4.347132940251276,34.20480383985908,18780.916048393472,0.4355659443608177,False,47,48,31,-0.8551200959964771,-0.6955894832738323,0.4355659443608177,False
NSGA-II,DEAP,19,20260737,32,6744.177971263623,-50.64596871387661,11.999797449456713,4.381763154709438,34.02496208117926,19122.533311747437,0.4458288358134458,False,47,48,32,-0.8506240520294815,-0.7082419745091643,0.44582883581344585,False
NSGA-II,DEAP,19,20260737,33,7046.03974807355,-50.78545838214386,11.9999996438027,4.394034345083728,33.75339563904469,19818.98060876345,0.4604274221897068,False,47,48,33,-0.8438348909761173,-0.7340363188430907,0.4604274221897067,False
NSGA-II,DEAP,19,20260737,34,7270.066767971897,-52.313442589584085,11.999761164452355,4.379208919215223,33.52253410652535,20309.25509883787,0.4751815487794989,False,47,48,34,-0.8380633526631337,-0.7521946332902916,0.4751815487794989,False
NSGA-II,DEAP,19,20260737,35,7450.847351521291,-52.313442589584085,11.999937673350564,4.39943036237492,33.33702875761651,20699.09270218967,0.4877222066328918,False,47,48,35,-0.8334257189404127,-0.7666330630440619,0.4877222066328918,False
NSGA-II,DEAP,19,20260737,36,7696.751392121792,-52.313442589584085,11.999761164452355,4.399997245965859,33.05331380904794,21200.261589502352,0.5086076214926525,False,47,48,36,-0.8263328452261985,-0.7851948736852723,0.5086076214926525,False
NSGA-II,DEAP,19,20260737,37,7867.625306445004,-53.22392105747485,11.999800957795587,4.399964527721137,32.86996340556075,21550.712992625915,0.5223892588177658,False,47,48,37,-0.8217490851390188,-0.7981745552824413,0.5223892588177658,False
NSGA-II,DEAP,19,20260737,38,7979.448502866736,-51.684020140773015,11.998888972401716,4.257058219829506,32.63675397181981,21701.941468238965,0.5422138626330282,False,47,48,38,-0.8159188492954952,-0.8037756099347765,0.5422138626330282,False
NSGA-II,DEAP,19,20260737,39,8352.497755165175,-59.258775854971766,11.99995590762952,4.399998247464412,32.40928261754838,22558.205025798885,0.5579710715907471,False,47,48,39,-0.8102320654387094,-0.8354890750295884,0.5579710715907471,False
